"panel","families","loho_acc","loho_auc"
"Panel_A","Deinococcaceae; Intrasporangiaceae; Hungateiclostridiaceae; Christensenellaceae",96.875,0.991536458333333
"Panel_B","Deinococcaceae; Micrococcaceae; Lachnospiraceae; UCG-010",97.9166666666667,0.998263888888889
