"site1","site2","p_adj","family","sig"
"Left front pastern","Forehead",0.252459540286018,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","ns"
"Muzzle","Dorsum",0.000727413749557648,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","***"
"Muzzle","Environment",0.276170846621985,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","ns"
"Muzzle","Forehead",0.276170846621985,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","ns"
"Muzzle","Left front pastern",0.519917319459928,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","ns"
"Neck","Dorsum",0.225800609564963,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","ns"
"Neck","Environment",0.681145935600343,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","ns"
"Neck","Forehead",0.023292441066817,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","*"
"Neck","Left front pastern",0.0108741016959955,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","*"
"Neck","Muzzle",0.0108741016959955,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","*"
"Pectoral area","Dorsum",0.0584763631279139,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","ns"
"Pectoral area","Environment",0.561142459681612,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","ns"
"Pectoral area","Forehead",0.120521581347672,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","ns"
"Pectoral area","Left front pastern",0.0236460947603777,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","*"
"Pectoral area","Muzzle",0.0584763631279139,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","ns"
"Pectoral area","Neck",0.466589289700577,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","ns"
"Udder","Dorsum",0.225800609564963,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","ns"
"Udder","Environment",0.681145935600343,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","ns"
"Udder","Forehead",0.097669854513968,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","ns"
"Udder","Left front pastern",0.017126947288083,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","*"
"Udder","Muzzle",0.023292441066817,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","*"
"Udder","Neck",0.888120832422101,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","ns"
"Udder","Pectoral area",0.677892631102592,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","ns"
"Ventral abdomen","Dorsum",0.0151549518351879,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","*"
"Ventral abdomen","Environment",0.465144731055686,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","ns"
"Ventral abdomen","Forehead",0.888120832422101,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","ns"
"Ventral abdomen","Left front pastern",0.276461450275861,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","ns"
"Ventral abdomen","Muzzle",0.514861552512993,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","ns"
"Ventral abdomen","Neck",0.115565280877647,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","ns"
"Ventral abdomen","Pectoral area",0.276170846621985,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","ns"
"Ventral abdomen","Udder",0.177027664509518,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","ns"
"Environment","Dorsum",0.29981406357581,"Rhodobacteraceae","ns"
"Forehead","Dorsum",0.00137849210414887,"Rhodobacteraceae","**"
"Forehead","Environment",0.412383391317106,"Rhodobacteraceae","ns"
"Left front pastern","Dorsum",0.00137849210414887,"Rhodobacteraceae","**"
"Left front pastern","Environment",0.919228802732468,"Rhodobacteraceae","ns"
"Left front pastern","Forehead",0.0634035905397583,"Rhodobacteraceae","ns"
"Muzzle","Dorsum",0.00176545326335842,"Rhodobacteraceae","**"
"Muzzle","Environment",0.588449630180739,"Rhodobacteraceae","ns"
"Muzzle","Forehead",0.612416414088686,"Rhodobacteraceae","ns"
"Muzzle","Left front pastern",0.136537604448643,"Rhodobacteraceae","ns"
"Neck","Dorsum",0.00438889195088565,"Rhodobacteraceae","**"
"Neck","Environment",0.29981406357581,"Rhodobacteraceae","ns"
"Neck","Forehead",0.105267348282144,"Rhodobacteraceae","ns"
"Neck","Left front pastern",0.00818346137175685,"Rhodobacteraceae","**"
"Neck","Muzzle",0.29981406357581,"Rhodobacteraceae","ns"
"Pectoral area","Dorsum",0.00818346137175685,"Rhodobacteraceae","**"
"Pectoral area","Environment",0.412383391317106,"Rhodobacteraceae","ns"
"Pectoral area","Forehead",0.425841058828127,"Rhodobacteraceae","ns"
"Pectoral area","Left front pastern",0.040772419964433,"Rhodobacteraceae","*"
"Pectoral area","Muzzle",0.556266499956332,"Rhodobacteraceae","ns"
"Pectoral area","Neck",0.588449630180739,"Rhodobacteraceae","ns"
"Udder","Dorsum",0.00221792188052046,"Rhodobacteraceae","**"
"Udder","Environment",0.412383391317106,"Rhodobacteraceae","ns"
"Udder","Forehead",0.425841058828127,"Rhodobacteraceae","ns"
"Udder","Left front pastern",0.0508966900412814,"Rhodobacteraceae","ns"
"Udder","Muzzle",0.588449630180739,"Rhodobacteraceae","ns"
"Udder","Neck",0.588449630180739,"Rhodobacteraceae","ns"
"Udder","Pectoral area",0.794998465506124,"Rhodobacteraceae","ns"
"Ventral abdomen","Dorsum",0.00176545326335842,"Rhodobacteraceae","**"
"Ventral abdomen","Environment",0.588449630180739,"Rhodobacteraceae","ns"
"Ventral abdomen","Forehead",0.588449630180739,"Rhodobacteraceae","ns"
"Ventral abdomen","Left front pastern",0.128455181394642,"Rhodobacteraceae","ns"
"Ventral abdomen","Muzzle",0.588449630180739,"Rhodobacteraceae","ns"
"Ventral abdomen","Neck",0.488850920884512,"Rhodobacteraceae","ns"
"Ventral abdomen","Pectoral area",0.725460591384032,"Rhodobacteraceae","ns"
"Ventral abdomen","Udder",1,"Rhodobacteraceae","ns"
"Forehead","Dorsum",0.153233115869085,"KD4-96","ns"
"Forehead","Environment",0.78504526334589,"KD4-96","ns"
"Left front pastern","Dorsum",0.00670935521510485,"KD4-96","**"
"Left front pastern","Environment",0.442825355399502,"KD4-96","ns"
"Left front pastern","Forehead",0.0176475942911241,"KD4-96","*"
"Muzzle","Dorsum",0.153233115869085,"KD4-96","ns"
"Muzzle","Environment",0.78504526334589,"KD4-96","ns"
"Muzzle","Forehead",0.798820523573632,"KD4-96","ns"
"Muzzle","Left front pastern",0.0176475942911241,"KD4-96","*"
"Neck","Dorsum",0.30620319418381,"KD4-96","ns"
"Neck","Environment",0.831748846656391,"KD4-96","ns"
"Neck","Forehead",0.763908645149877,"KD4-96","ns"
"Neck","Left front pastern",0.013258027247222,"KD4-96","*"
"Neck","Muzzle",0.798820523573632,"KD4-96","ns"
"Pectoral area","Dorsum",0.0902928972962068,"KD4-96","ns"
"Pectoral area","Environment",0.753566624155551,"KD4-96","ns"
"Pectoral area","Forehead",0.51059490728072,"KD4-96","ns"
"Pectoral area","Left front pastern",0.0725615552459699,"KD4-96","ns"
"Pectoral area","Muzzle",0.51059490728072,"KD4-96","ns"
"Pectoral area","Neck",0.442825355399502,"KD4-96","ns"
"Udder","Dorsum",0.0142779274304827,"KD4-96","*"
"Udder","Environment",0.51059490728072,"KD4-96","ns"
"Udder","Forehead",0.076461842463186,"KD4-96","ns"
"Udder","Left front pastern",0.153233115869085,"KD4-96","ns"
"Udder","Muzzle",0.076461842463186,"KD4-96","ns"
"Udder","Neck",0.0725615552459699,"KD4-96","ns"
"Udder","Pectoral area",0.51059490728072,"KD4-96","ns"
"Ventral abdomen","Dorsum",0.00438580547593492,"KD4-96","**"
"Ventral abdomen","Environment",0.396432335529721,"KD4-96","ns"
"Ventral abdomen","Forehead",0.00813334241355501,"KD4-96","**"
"Ventral abdomen","Left front pastern",0.51059490728072,"KD4-96","ns"
"Ventral abdomen","Muzzle",0.00675703915011261,"KD4-96","**"
"Ventral abdomen","Neck",0.00675703915011261,"KD4-96","**"
"Ventral abdomen","Pectoral area",0.0902928972962068,"KD4-96","ns"
"Ventral abdomen","Udder",0.509515870427959,"KD4-96","ns"
"Environment","Dorsum",0.400820207401607,"JG30-KF-CM45","ns"
"Forehead","Dorsum",0.0037468583564173,"JG30-KF-CM45","**"
"Forehead","Environment",0.310026828120525,"JG30-KF-CM45","ns"
"Left front pastern","Dorsum",0.0037468583564173,"JG30-KF-CM45","**"
"Left front pastern","Environment",0.310026828120525,"JG30-KF-CM45","ns"
"Left front pastern","Forehead",0.638738472552718,"JG30-KF-CM45","ns"
"Muzzle","Dorsum",0.00064830696635898,"JG30-KF-CM45","***"
"Muzzle","Environment",0.29981406357581,"JG30-KF-CM45","ns"
"Muzzle","Forehead",0.529297224816138,"JG30-KF-CM45","ns"
"Muzzle","Left front pastern",0.976970255321976,"JG30-KF-CM45","ns"
"Neck","Dorsum",0.0204440826670931,"JG30-KF-CM45","*"
"Neck","Environment",0.354573020598011,"JG30-KF-CM45","ns"
"Neck","Forehead",0.233979104123858,"JG30-KF-CM45","ns"
"Neck","Left front pastern",0.505545827299307,"JG30-KF-CM45","ns"
"Neck","Muzzle",0.276379443885788,"JG30-KF-CM45","ns"
"Pectoral area","Dorsum",0.0204440826670931,"JG30-KF-CM45","*"
"Pectoral area","Environment",0.354573020598011,"JG30-KF-CM45","ns"
"Pectoral area","Forehead",0.0432152445306626,"JG30-KF-CM45","*"
"Pectoral area","Left front pastern",0.288099762684916,"JG30-KF-CM45","ns"
"Pectoral area","Muzzle",0.0432152445306626,"JG30-KF-CM45","*"
"Pectoral area","Neck",0.482881817656435,"JG30-KF-CM45","ns"
"Udder","Dorsum",0.482881817656435,"JG30-KF-CM45","ns"
"Udder","Environment",0.482881817656435,"JG30-KF-CM45","ns"
"Udder","Forehead",0.0397925840875977,"JG30-KF-CM45","*"
"Udder","Left front pastern",0.102590754851872,"JG30-KF-CM45","ns"
"Udder","Muzzle",0.0397925840875977,"JG30-KF-CM45","*"
"Udder","Neck",0.381558021797924,"JG30-KF-CM45","ns"
"Udder","Pectoral area",0.631309254689743,"JG30-KF-CM45","ns"
"Ventral abdomen","Dorsum",0.00064830696635898,"JG30-KF-CM45","***"
"Ventral abdomen","Environment",0.29981406357581,"JG30-KF-CM45","ns"
"Ventral abdomen","Forehead",0.310026828120525,"JG30-KF-CM45","ns"
"Ventral abdomen","Left front pastern",0.482881817656435,"JG30-KF-CM45","ns"
"Ventral abdomen","Muzzle",0.29981406357581,"JG30-KF-CM45","ns"
"Ventral abdomen","Neck",0.772230339619019,"JG30-KF-CM45","ns"
"Ventral abdomen","Pectoral area",0.482881817656435,"JG30-KF-CM45","ns"
"Ventral abdomen","Udder",0.310026828120525,"JG30-KF-CM45","ns"
"Forehead","Dorsum",0.0142779274304827,"Arcobacteraceae","*"
"Forehead","Environment",0.517261647375666,"Arcobacteraceae","ns"
"Left front pastern","Dorsum",0.00131546124984117,"Arcobacteraceae","**"
"Left front pastern","Environment",0.316485720373036,"Arcobacteraceae","ns"
"Left front pastern","Forehead",0.00647285592426966,"Arcobacteraceae","**"
"Muzzle","Dorsum",0.0525981366104839,"Arcobacteraceae","ns"
"Muzzle","Environment",0.632597702642802,"Arcobacteraceae","ns"
"Muzzle","Forehead",0.828746589163363,"Arcobacteraceae","ns"
"Muzzle","Left front pastern",0.0129720907391877,"Arcobacteraceae","*"
"Neck","Dorsum",0.0917186073695458,"Arcobacteraceae","ns"
"Neck","Environment",0.704949422597129,"Arcobacteraceae","ns"
"Neck","Forehead",0.773458163048679,"Arcobacteraceae","ns"
"Neck","Left front pastern",0.0432663515740851,"Arcobacteraceae","*"
"Neck","Muzzle",0.92068727401145,"Arcobacteraceae","ns"
"Pectoral area","Dorsum",0.00447290347673657,"Arcobacteraceae","**"
"Pectoral area","Environment",0.405923242449544,"Arcobacteraceae","ns"
"Pectoral area","Forehead",0.0525981366104839,"Arcobacteraceae","ns"
"Pectoral area","Left front pastern",0.632597702642802,"Arcobacteraceae","ns"
"Pectoral area","Muzzle",0.0525981366104839,"Arcobacteraceae","ns"
"Pectoral area","Neck",0.0979250939132619,"Arcobacteraceae","ns"
"Udder","Dorsum",0.00759032793171532,"Arcobacteraceae","**"
"Udder","Environment",0.470313005845194,"Arcobacteraceae","ns"
"Udder","Forehead",0.102729293205969,"Arcobacteraceae","ns"
"Udder","Left front pastern",0.631078131742531,"Arcobacteraceae","ns"
"Udder","Muzzle",0.0613982390542821,"Arcobacteraceae","ns"
"Udder","Neck",0.0603307643682512,"Arcobacteraceae","ns"
"Udder","Pectoral area",0.384702573391832,"Arcobacteraceae","ns"
"Ventral abdomen","Dorsum",0.00447290347673657,"Arcobacteraceae","**"
"Ventral abdomen","Environment",0.405923242449544,"Arcobacteraceae","ns"
"Ventral abdomen","Forehead",0.18342103444385,"Arcobacteraceae","ns"
"Ventral abdomen","Left front pastern",0.405923242449544,"Arcobacteraceae","ns"
"Ventral abdomen","Muzzle",0.181551625613809,"Arcobacteraceae","ns"
"Ventral abdomen","Neck",0.172076868497558,"Arcobacteraceae","ns"
"Ventral abdomen","Pectoral area",0.747928296972067,"Arcobacteraceae","ns"
"Ventral abdomen","Udder",0.517261647375666,"Arcobacteraceae","ns"
"Environment","Dorsum",0.268254688462567,"Devosiaceae","ns"
"Forehead","Dorsum",0.00425043166902239,"Devosiaceae","**"
"Forehead","Environment",0.268254688462567,"Devosiaceae","ns"
"Left front pastern","Dorsum",0.00425043166902239,"Devosiaceae","**"
"Left front pastern","Environment",0.449453322158526,"Devosiaceae","ns"
"Left front pastern","Forehead",0.268254688462567,"Devosiaceae","ns"
"Muzzle","Dorsum",0.000655956491264487,"Devosiaceae","***"
"Muzzle","Environment",0.268254688462567,"Devosiaceae","ns"
"Muzzle","Forehead",0.0996342137053345,"Devosiaceae","ns"
"Muzzle","Left front pastern",0.818239711009473,"Devosiaceae","ns"
"Neck","Dorsum",0.00521063344527679,"Devosiaceae","**"
"Neck","Environment",0.268254688462567,"Devosiaceae","ns"
"Neck","Forehead",0.818239711009473,"Devosiaceae","ns"
"Neck","Left front pastern",0.284167926215694,"Devosiaceae","ns"
"Neck","Muzzle",0.234756685578711,"Devosiaceae","ns"
"Pectoral area","Dorsum",0.134106324478562,"Devosiaceae","ns"
"Pectoral area","Environment",0.268254688462567,"Devosiaceae","ns"
"Pectoral area","Forehead",0.605140651915744,"Devosiaceae","ns"
"Pectoral area","Left front pastern",0.134106324478562,"Devosiaceae","ns"
"Pectoral area","Muzzle",0.0513469232726239,"Devosiaceae","ns"
"Pectoral area","Neck",0.317800213388137,"Devosiaceae","ns"
"Udder","Dorsum",0.115110875738306,"Devosiaceae","ns"
"Udder","Environment",0.326207178950171,"Devosiaceae","ns"
"Udder","Forehead",0.818239711009473,"Devosiaceae","ns"
"Udder","Left front pastern",0.326207178950171,"Devosiaceae","ns"
"Udder","Muzzle",0.316706713236524,"Devosiaceae","ns"
"Udder","Neck",0.953859389475635,"Devosiaceae","ns"
"Udder","Pectoral area",0.672846590009779,"Devosiaceae","ns"
"Ventral abdomen","Dorsum",0.000655956491264487,"Devosiaceae","***"
"Ventral abdomen","Environment",0.268254688462567,"Devosiaceae","ns"
"Ventral abdomen","Forehead",0.282982956012007,"Devosiaceae","ns"
"Ventral abdomen","Left front pastern",0.677450864557978,"Devosiaceae","ns"
"Ventral abdomen","Muzzle",0.863855971755432,"Devosiaceae","ns"
"Ventral abdomen","Neck",0.346981603489585,"Devosiaceae","ns"
"Ventral abdomen","Pectoral area",0.173098763133831,"Devosiaceae","ns"
"Ventral abdomen","Udder",0.346981603489585,"Devosiaceae","ns"
"Environment","Dorsum",0.254841954039439,"Mycobacteriaceae","ns"
"Forehead","Dorsum",0.00787863602628367,"Mycobacteriaceae","**"
"Forehead","Environment",0.254841954039439,"Mycobacteriaceae","ns"
"Left front pastern","Dorsum",0.225592936549799,"Mycobacteriaceae","ns"
"Left front pastern","Environment",0.751090626650874,"Mycobacteriaceae","ns"
"Left front pastern","Forehead",0.865400098948246,"Mycobacteriaceae","ns"
"Muzzle","Dorsum",0.451721466851872,"Mycobacteriaceae","ns"
"Muzzle","Environment",0.254841954039439,"Mycobacteriaceae","ns"
"Muzzle","Forehead",0.00787863602628367,"Mycobacteriaceae","**"
"Muzzle","Left front pastern",0.284167926215694,"Mycobacteriaceae","ns"
"Neck","Dorsum",0.00787863602628367,"Mycobacteriaceae","**"
"Neck","Environment",0.919228802732468,"Mycobacteriaceae","ns"
"Neck","Forehead",0.145782017229542,"Mycobacteriaceae","ns"
"Neck","Left front pastern",0.47400861085335,"Mycobacteriaceae","ns"
"Neck","Muzzle",0.00879316856551959,"Mycobacteriaceae","**"
"Pectoral area","Dorsum",0.00879316856551959,"Mycobacteriaceae","**"
"Pectoral area","Environment",0.254841954039439,"Mycobacteriaceae","ns"
"Pectoral area","Forehead",0.567090302137854,"Mycobacteriaceae","ns"
"Pectoral area","Left front pastern",1,"Mycobacteriaceae","ns"
"Pectoral area","Muzzle",0.0315930000234692,"Mycobacteriaceae","*"
"Pectoral area","Neck",0.0683787574134827,"Mycobacteriaceae","ns"
"Udder","Dorsum",0.534023979395235,"Mycobacteriaceae","ns"
"Udder","Environment",0.347158414583598,"Mycobacteriaceae","ns"
"Udder","Forehead",0.347158414583598,"Mycobacteriaceae","ns"
"Udder","Left front pastern",0.403473952164153,"Mycobacteriaceae","ns"
"Udder","Muzzle",0.567090302137854,"Mycobacteriaceae","ns"
"Udder","Neck",0.0683787574134827,"Mycobacteriaceae","ns"
"Udder","Pectoral area",0.567090302137854,"Mycobacteriaceae","ns"
"Ventral abdomen","Dorsum",0.0146204088539346,"Mycobacteriaceae","*"
"Ventral abdomen","Environment",0.751090626650874,"Mycobacteriaceae","ns"
"Ventral abdomen","Forehead",0.0971698599527479,"Mycobacteriaceae","ns"
"Ventral abdomen","Left front pastern",0.254841954039439,"Mycobacteriaceae","ns"
"Ventral abdomen","Muzzle",0.0182563129795553,"Mycobacteriaceae","*"
"Ventral abdomen","Neck",0.411085884746711,"Mycobacteriaceae","ns"
"Ventral abdomen","Pectoral area",0.0911484659297328,"Mycobacteriaceae","ns"
"Ventral abdomen","Udder",0.0264586699383257,"Mycobacteriaceae","*"
"Environment","Dorsum",0.738262974183237,"Nakamurellaceae","ns"
"Forehead","Dorsum",0.040559502158342,"Nakamurellaceae","*"
"Forehead","Environment",0.431920107408851,"Nakamurellaceae","ns"
"Left front pastern","Dorsum",0.040559502158342,"Nakamurellaceae","*"
"Left front pastern","Environment",0.431920107408851,"Nakamurellaceae","ns"
"Left front pastern","Forehead",0.168607321475312,"Nakamurellaceae","ns"
"Muzzle","Dorsum",0.101638256637396,"Nakamurellaceae","ns"
"Muzzle","Environment",0.474359139667249,"Nakamurellaceae","ns"
"Muzzle","Forehead",0.331045843362836,"Nakamurellaceae","ns"
"Muzzle","Left front pastern",0.105664415868996,"Nakamurellaceae","ns"
"Neck","Dorsum",0.040559502158342,"Nakamurellaceae","*"
"Neck","Environment",0.431920107408851,"Nakamurellaceae","ns"
"Neck","Forehead",0.168607321475312,"Nakamurellaceae","ns"
"Neck","Left front pastern",0.519968322611046,"Nakamurellaceae","ns"
"Neck","Muzzle",0.13077918991114,"Nakamurellaceae","ns"
"Pectoral area","Dorsum",0.0225090909210175,"Nakamurellaceae","*"
"Pectoral area","Environment",0.417521049376674,"Nakamurellaceae","ns"
"Pectoral area","Forehead",0.131182707315185,"Nakamurellaceae","ns"
"Pectoral area","Left front pastern",0.431920107408851,"Nakamurellaceae","ns"
"Pectoral area","Muzzle",0.101638256637396,"Nakamurellaceae","ns"
"Pectoral area","Neck",0.930133811002879,"Nakamurellaceae","ns"
"Udder","Dorsum",0.474359139667249,"Nakamurellaceae","ns"
"Udder","Environment",0.674417810472464,"Nakamurellaceae","ns"
"Udder","Forehead",0.316575976137464,"Nakamurellaceae","ns"
"Udder","Left front pastern",0.101638256637396,"Nakamurellaceae","ns"
"Udder","Muzzle",0.674417810472464,"Nakamurellaceae","ns"
"Udder","Neck",0.105664415868996,"Nakamurellaceae","ns"
"Udder","Pectoral area",0.101638256637396,"Nakamurellaceae","ns"
"Ventral abdomen","Dorsum",0.0217125171745112,"Nakamurellaceae","*"
"Ventral abdomen","Environment",0.354573020598011,"Nakamurellaceae","ns"
"Ventral abdomen","Forehead",0.023779712366634,"Nakamurellaceae","*"
"Ventral abdomen","Left front pastern",0.474359139667249,"Nakamurellaceae","ns"
"Ventral abdomen","Muzzle",0.0225090909210175,"Nakamurellaceae","*"
"Ventral abdomen","Neck",0.101638256637396,"Nakamurellaceae","ns"
"Ventral abdomen","Pectoral area",0.101638256637396,"Nakamurellaceae","ns"
"Ventral abdomen","Udder",0.0225090909210175,"Nakamurellaceae","*"
"Environment","Dorsum",1,"Methyloligellaceae","ns"
"Forehead","Dorsum",0.620171557712333,"Methyloligellaceae","ns"
"Forehead","Environment",0.856212048028638,"Methyloligellaceae","ns"
"Left front pastern","Dorsum",0.0126505465528589,"Methyloligellaceae","*"
"Left front pastern","Environment",0.423572079077785,"Methyloligellaceae","ns"
"Left front pastern","Forehead",0.0195843704355139,"Methyloligellaceae","*"
"Muzzle","Dorsum",0.483696416982115,"Methyloligellaceae","ns"
"Muzzle","Forehead",0.30620319418381,"Methyloligellaceae","ns"
"Muzzle","Left front pastern",0.0126505465528589,"Methyloligellaceae","*"
"Neck","Dorsum",0.0682224236492329,"Methyloligellaceae","ns"
"Neck","Environment",0.58452339550168,"Methyloligellaceae","ns"
"Neck","Forehead",0.146289357086217,"Methyloligellaceae","ns"
"Neck","Left front pastern",0.164481849293883,"Methyloligellaceae","ns"
"Neck","Muzzle",0.0373444360937603,"Methyloligellaceae","*"
"Pectoral area","Dorsum",0.232441803963932,"Methyloligellaceae","ns"
"Pectoral area","Environment",0.704949422597129,"Methyloligellaceae","ns"
"Pectoral area","Forehead",0.44560687927199,"Methyloligellaceae","ns"
"Pectoral area","Left front pastern",0.0640889282778927,"Methyloligellaceae","ns"
"Pectoral area","Muzzle",0.116732773015786,"Methyloligellaceae","ns"
"Pectoral area","Neck",0.58452339550168,"Methyloligellaceae","ns"
"Udder","Dorsum",0.130480649052472,"Methyloligellaceae","ns"
"Udder","Environment",0.632597702642802,"Methyloligellaceae","ns"
"Udder","Forehead",0.237734381880978,"Methyloligellaceae","ns"
"Udder","Left front pastern",0.130480649052472,"Methyloligellaceae","ns"
"Udder","Muzzle",0.0640889282778927,"Methyloligellaceae","ns"
"Udder","Neck",0.856212048028638,"Methyloligellaceae","ns"
"Udder","Pectoral area",0.728582814932884,"Methyloligellaceae","ns"
"Ventral abdomen","Dorsum",0.0195843704355139,"Methyloligellaceae","*"
"Ventral abdomen","Environment",0.470313005845194,"Methyloligellaceae","ns"
"Ventral abdomen","Forehead",0.0373444360937603,"Methyloligellaceae","*"
"Ventral abdomen","Left front pastern",0.423572079077785,"Methyloligellaceae","ns"
"Ventral abdomen","Muzzle",0.0126505465528589,"Methyloligellaceae","*"
"Ventral abdomen","Neck",0.423572079077785,"Methyloligellaceae","ns"
"Ventral abdomen","Pectoral area",0.223229400881976,"Methyloligellaceae","ns"
"Ventral abdomen","Udder",0.3732458895509,"Methyloligellaceae","ns"
"Forehead","Dorsum",0.0249863730033448,"Gemmataceae","*"
"Forehead","Environment",0.498788017112249,"Gemmataceae","ns"
"Left front pastern","Dorsum",0.00670935521510485,"Gemmataceae","**"
"Left front pastern","Environment",0.463912277085193,"Gemmataceae","ns"
"Left front pastern","Forehead",0.0592914206481352,"Gemmataceae","ns"
"Muzzle","Dorsum",0.0576560453195392,"Gemmataceae","ns"
"Muzzle","Environment",0.612191325138195,"Gemmataceae","ns"
"Muzzle","Forehead",0.463912277085193,"Gemmataceae","ns"
"Muzzle","Left front pastern",0.0308616980029879,"Gemmataceae","*"
"Neck","Dorsum",0.0308616980029879,"Gemmataceae","*"
"Neck","Environment",0.545555169134901,"Gemmataceae","ns"
"Neck","Forehead",0.688192116939755,"Gemmataceae","ns"
"Neck","Left front pastern",0.109743029912296,"Gemmataceae","ns"
"Neck","Muzzle",0.448634641063727,"Gemmataceae","ns"
"Pectoral area","Dorsum",0.00670935521510485,"Gemmataceae","**"
"Pectoral area","Environment",0.463912277085193,"Gemmataceae","ns"
"Pectoral area","Forehead",0.0576560453195392,"Gemmataceae","ns"
"Pectoral area","Left front pastern",0.70393251479724,"Gemmataceae","ns"
"Pectoral area","Muzzle",0.0308616980029879,"Gemmataceae","*"
"Pectoral area","Neck",0.109743029912296,"Gemmataceae","ns"
"Udder","Dorsum",0.0249863730033448,"Gemmataceae","*"
"Udder","Environment",0.498788017112249,"Gemmataceae","ns"
"Udder","Forehead",0.448634641063727,"Gemmataceae","ns"
"Udder","Left front pastern",0.431015005333555,"Gemmataceae","ns"
"Udder","Muzzle",0.210170615784308,"Gemmataceae","ns"
"Udder","Neck",0.481582602890812,"Gemmataceae","ns"
"Udder","Pectoral area",0.498788017112249,"Gemmataceae","ns"
"Ventral abdomen","Dorsum",0.0308616980029879,"Gemmataceae","*"
"Ventral abdomen","Environment",0.545555169134901,"Gemmataceae","ns"
"Ventral abdomen","Forehead",0.498788017112249,"Gemmataceae","ns"
"Ventral abdomen","Left front pastern",0.476260615347506,"Gemmataceae","ns"
"Ventral abdomen","Muzzle",0.431015005333555,"Gemmataceae","ns"
"Ventral abdomen","Neck",0.498788017112249,"Gemmataceae","ns"
"Ventral abdomen","Pectoral area",0.626914099199562,"Gemmataceae","ns"
"Ventral abdomen","Udder",0.831724331569105,"Gemmataceae","ns"
"Environment","Dorsum",0.855513099418002,"Ilumatobacteraceae","ns"
"Forehead","Dorsum",0.0165559427908519,"Ilumatobacteraceae","*"
"Forehead","Environment",0.435674138480007,"Ilumatobacteraceae","ns"
"Left front pastern","Dorsum",0.0165559427908519,"Ilumatobacteraceae","*"
"Left front pastern","Environment",0.435674138480007,"Ilumatobacteraceae","ns"
"Left front pastern","Forehead",0.424723551195252,"Ilumatobacteraceae","ns"
"Muzzle","Dorsum",0.260830612769378,"Ilumatobacteraceae","ns"
"Muzzle","Environment",0.625954571400319,"Ilumatobacteraceae","ns"
"Muzzle","Forehead",0.21665717058139,"Ilumatobacteraceae","ns"
"Muzzle","Left front pastern",0.091113701209343,"Ilumatobacteraceae","ns"
"Neck","Dorsum",0.0165559427908519,"Ilumatobacteraceae","*"
"Neck","Environment",0.435674138480007,"Ilumatobacteraceae","ns"
"Neck","Forehead",0.224081812162828,"Ilumatobacteraceae","ns"
"Neck","Left front pastern",0.625954571400319,"Ilumatobacteraceae","ns"
"Neck","Muzzle",0.0300439885540851,"Ilumatobacteraceae","*"
"Pectoral area","Dorsum",0.0300439885540851,"Ilumatobacteraceae","*"
"Pectoral area","Environment",0.465144731055686,"Ilumatobacteraceae","ns"
"Pectoral area","Forehead",0.459538149732766,"Ilumatobacteraceae","ns"
