"site1","site2","p_adj","family","sig"
"Ventral abdomen","Dorsum",0.000468773200956729,"Christensenellaceae","***"
"Ventral abdomen","Environment",1,"Christensenellaceae","ns"
"Ventral abdomen","Forehead",0.00172890912165768,"Christensenellaceae","**"
"Ventral abdomen","Left front pastern",0.0339311266941873,"Christensenellaceae","*"
"Ventral abdomen","Muzzle",0.0168893887325937,"Christensenellaceae","*"
"Ventral abdomen","Neck",0.00172890912165768,"Christensenellaceae","**"
"Ventral abdomen","Pectoral area",0.0114062719237183,"Christensenellaceae","*"
"Ventral abdomen","Udder",0.430657935450063,"Christensenellaceae","ns"
"Environment","Dorsum",0.323242102743231,"Nocardioidaceae","ns"
"Forehead","Dorsum",0.000332925143960416,"Nocardioidaceae","***"
"Forehead","Environment",0.212368295032866,"Nocardioidaceae","ns"
"Left front pastern","Dorsum",0.000332925143960416,"Nocardioidaceae","***"
"Left front pastern","Environment",0.212368295032866,"Nocardioidaceae","ns"
"Left front pastern","Forehead",0.000934775358526707,"Nocardioidaceae","***"
"Muzzle","Dorsum",0.000332925143960416,"Nocardioidaceae","***"
"Muzzle","Environment",0.212368295032866,"Nocardioidaceae","ns"
"Muzzle","Forehead",0.795012171964238,"Nocardioidaceae","ns"
"Muzzle","Left front pastern",0.020431621699982,"Nocardioidaceae","*"
"Neck","Dorsum",0.00187342917820865,"Nocardioidaceae","**"
"Neck","Environment",0.241131977427075,"Nocardioidaceae","ns"
"Neck","Forehead",0.021779864964572,"Nocardioidaceae","*"
"Neck","Left front pastern",0.312283443140627,"Nocardioidaceae","ns"
"Neck","Muzzle",0.156504457052474,"Nocardioidaceae","ns"
"Pectoral area","Dorsum",0.000332925143960416,"Nocardioidaceae","***"
"Pectoral area","Environment",0.212368295032866,"Nocardioidaceae","ns"
"Pectoral area","Forehead",0.593858340934484,"Nocardioidaceae","ns"
"Pectoral area","Left front pastern",0.021779864964572,"Nocardioidaceae","*"
"Pectoral area","Muzzle",0.795012171964238,"Nocardioidaceae","ns"
"Pectoral area","Neck",0.241131977427075,"Nocardioidaceae","ns"
"Udder","Dorsum",0.00187342917820865,"Nocardioidaceae","**"
"Udder","Environment",0.241131977427075,"Nocardioidaceae","ns"
"Udder","Forehead",0.146042117659174,"Nocardioidaceae","ns"
"Udder","Left front pastern",0.249339667220242,"Nocardioidaceae","ns"
"Udder","Muzzle",0.293690598606467,"Nocardioidaceae","ns"
"Udder","Neck",0.795012171964238,"Nocardioidaceae","ns"
"Udder","Pectoral area",0.383375940258324,"Nocardioidaceae","ns"
"Ventral abdomen","Dorsum",0.000332925143960416,"Nocardioidaceae","***"
"Ventral abdomen","Environment",0.212368295032866,"Nocardioidaceae","ns"
"Ventral abdomen","Forehead",0.021779864964572,"Nocardioidaceae","*"
"Ventral abdomen","Left front pastern",0.189241394720711,"Nocardioidaceae","ns"
"Ventral abdomen","Muzzle",0.0221542923055385,"Nocardioidaceae","*"
"Ventral abdomen","Neck",0.0397798241996476,"Nocardioidaceae","*"
"Ventral abdomen","Pectoral area",0.0221542923055385,"Nocardioidaceae","*"
"Ventral abdomen","Udder",0.0789505112116077,"Nocardioidaceae","ns"
"Environment","Dorsum",0.231674503672217,"Clostridiaceae","ns"
"Forehead","Dorsum",0.000188149132486564,"Clostridiaceae","***"
"Forehead","Environment",0.231674503672217,"Clostridiaceae","ns"
"Left front pastern","Dorsum",0.000188149132486564,"Clostridiaceae","***"
"Left front pastern","Environment",0.293690598606467,"Clostridiaceae","ns"
"Left front pastern","Forehead",0.77228422363452,"Clostridiaceae","ns"
"Muzzle","Dorsum",0.000188149132486564,"Clostridiaceae","***"
"Muzzle","Environment",0.39327165688871,"Clostridiaceae","ns"
"Muzzle","Forehead",0.0902291556704088,"Clostridiaceae","ns"
"Muzzle","Left front pastern",0.293690598606467,"Clostridiaceae","ns"
"Neck","Dorsum",0.000188149132486564,"Clostridiaceae","***"
"Neck","Environment",0.293690598606467,"Clostridiaceae","ns"
"Neck","Forehead",0.293690598606467,"Clostridiaceae","ns"
"Neck","Left front pastern",0.273683436876458,"Clostridiaceae","ns"
"Neck","Muzzle",0.0536491919951801,"Clostridiaceae","ns"
"Pectoral area","Dorsum",0.000188149132486564,"Clostridiaceae","***"
"Pectoral area","Environment",0.231674503672217,"Clostridiaceae","ns"
"Pectoral area","Forehead",0.293690598606467,"Clostridiaceae","ns"
"Pectoral area","Left front pastern",0.290896278423616,"Clostridiaceae","ns"
"Pectoral area","Muzzle",0.0219562053523719,"Clostridiaceae","*"
"Pectoral area","Neck",0.885233914473202,"Clostridiaceae","ns"
"Udder","Dorsum",0.000188149132486564,"Clostridiaceae","***"
"Udder","Environment",0.231674503672217,"Clostridiaceae","ns"
"Udder","Forehead",0.231674503672217,"Clostridiaceae","ns"
"Udder","Left front pastern",0.136354431852014,"Clostridiaceae","ns"
"Udder","Muzzle",0.0219562053523719,"Clostridiaceae","*"
"Udder","Neck",0.749068906978667,"Clostridiaceae","ns"
"Udder","Pectoral area",0.362695844527219,"Clostridiaceae","ns"
"Ventral abdomen","Dorsum",0.000188149132486564,"Clostridiaceae","***"
"Ventral abdomen","Environment",0.231674503672217,"Clostridiaceae","ns"
"Ventral abdomen","Forehead",0.0536491919951801,"Clostridiaceae","ns"
"Ventral abdomen","Left front pastern",0.0536491919951801,"Clostridiaceae","ns"
"Ventral abdomen","Muzzle",0.0109653066404509,"Clostridiaceae","*"
"Ventral abdomen","Neck",0.342571570622259,"Clostridiaceae","ns"
"Ventral abdomen","Pectoral area",0.136354431852014,"Clostridiaceae","ns"
"Ventral abdomen","Udder",0.404557454513696,"Clostridiaceae","ns"
"Environment","Dorsum",0.49512569971907,"Pseudonocardiaceae","ns"
"Forehead","Dorsum",0.00259071338371028,"Pseudonocardiaceae","**"
"Forehead","Environment",0.250406284251193,"Pseudonocardiaceae","ns"
"Left front pastern","Dorsum",0.0144208726075669,"Pseudonocardiaceae","*"
"Left front pastern","Environment",0.291256409776938,"Pseudonocardiaceae","ns"
"Left front pastern","Forehead",0.0539008888667551,"Pseudonocardiaceae","ns"
"Muzzle","Dorsum",0.00147678973929644,"Pseudonocardiaceae","**"
"Muzzle","Environment",0.221601699164729,"Pseudonocardiaceae","ns"
"Muzzle","Forehead",0.159360789625613,"Pseudonocardiaceae","ns"
"Muzzle","Left front pastern",0.00694629228651448,"Pseudonocardiaceae","**"
"Neck","Dorsum",0.0015475141802721,"Pseudonocardiaceae","**"
"Neck","Environment",0.221601699164729,"Pseudonocardiaceae","ns"
"Neck","Forehead",0.54437014585661,"Pseudonocardiaceae","ns"
"Neck","Left front pastern",0.0589427920921574,"Pseudonocardiaceae","ns"
"Neck","Muzzle",0.159360789625613,"Pseudonocardiaceae","ns"
"Pectoral area","Dorsum",0.00259071338371028,"Pseudonocardiaceae","**"
"Pectoral area","Environment",0.250406284251193,"Pseudonocardiaceae","ns"
"Pectoral area","Forehead",0.271900692608388,"Pseudonocardiaceae","ns"
"Pectoral area","Left front pastern",0.170712884596197,"Pseudonocardiaceae","ns"
"Pectoral area","Muzzle",0.0808082391764475,"Pseudonocardiaceae","ns"
"Pectoral area","Neck",0.374785706011459,"Pseudonocardiaceae","ns"
"Udder","Dorsum",0.393570981323706,"Pseudonocardiaceae","ns"
"Udder","Environment",0.49512569971907,"Pseudonocardiaceae","ns"
"Udder","Forehead",0.0137531731692011,"Pseudonocardiaceae","*"
"Udder","Left front pastern",0.312074027139493,"Pseudonocardiaceae","ns"
"Udder","Muzzle",0.00259071338371028,"Pseudonocardiaceae","**"
"Udder","Neck",0.0118898561833172,"Pseudonocardiaceae","*"
"Udder","Pectoral area",0.0538814598128501,"Pseudonocardiaceae","ns"
"Ventral abdomen","Dorsum",0.0124752405969963,"Pseudonocardiaceae","*"
"Ventral abdomen","Environment",0.250406284251193,"Pseudonocardiaceae","ns"
"Ventral abdomen","Forehead",0.0106977158787582,"Pseudonocardiaceae","*"
"Ventral abdomen","Left front pastern",0.520817728944363,"Pseudonocardiaceae","ns"
"Ventral abdomen","Muzzle",0.00259071338371028,"Pseudonocardiaceae","**"
"Ventral abdomen","Neck",0.0106977158787582,"Pseudonocardiaceae","*"
"Ventral abdomen","Pectoral area",0.0796772153391335,"Pseudonocardiaceae","ns"
"Ventral abdomen","Udder",0.483817915284586,"Pseudonocardiaceae","ns"
"Environment","Dorsum",0.244137052906096,"Oscillospiraceae","ns"
"Forehead","Dorsum",0.00155403388249553,"Oscillospiraceae","**"
"Forehead","Environment",0.484026654632259,"Oscillospiraceae","ns"
"Left front pastern","Dorsum",0.00155403388249553,"Oscillospiraceae","**"
"Left front pastern","Environment",0.484026654632259,"Oscillospiraceae","ns"
"Left front pastern","Forehead",0.678659627087263,"Oscillospiraceae","ns"
"Muzzle","Dorsum",0.000573280697541367,"Oscillospiraceae","***"
"Muzzle","Environment",0.484026654632259,"Oscillospiraceae","ns"
"Muzzle","Forehead",1,"Oscillospiraceae","ns"
"Muzzle","Left front pastern",0.604911114075587,"Oscillospiraceae","ns"
"Neck","Dorsum",0.00155403388249553,"Oscillospiraceae","**"
"Neck","Environment",0.484026654632259,"Oscillospiraceae","ns"
"Neck","Forehead",0.89162434437092,"Oscillospiraceae","ns"
"Neck","Left front pastern",0.558429713493996,"Oscillospiraceae","ns"
"Neck","Muzzle",1,"Oscillospiraceae","ns"
"Pectoral area","Dorsum",0.00540181114232897,"Oscillospiraceae","**"
"Pectoral area","Environment",0.484026654632259,"Oscillospiraceae","ns"
"Pectoral area","Forehead",0.484026654632259,"Oscillospiraceae","ns"
"Pectoral area","Left front pastern",0.366713036379132,"Oscillospiraceae","ns"
"Pectoral area","Muzzle",0.65313914467435,"Oscillospiraceae","ns"
"Pectoral area","Neck",0.937201426338147,"Oscillospiraceae","ns"
"Udder","Dorsum",0.00155403388249553,"Oscillospiraceae","**"
"Udder","Environment",0.484026654632259,"Oscillospiraceae","ns"
"Udder","Forehead",0.0107575161036902,"Oscillospiraceae","*"
"Udder","Left front pastern",0.0189558000140815,"Oscillospiraceae","*"
"Udder","Muzzle",0.0254601008631897,"Oscillospiraceae","*"
"Udder","Neck",0.0248781505829716,"Oscillospiraceae","*"
"Udder","Pectoral area",0.0185383114926465,"Oscillospiraceae","*"
"Ventral abdomen","Dorsum",0.000573280697541367,"Oscillospiraceae","***"
"Ventral abdomen","Environment",0.625699696285868,"Oscillospiraceae","ns"
"Ventral abdomen","Forehead",0.00245664889177836,"Oscillospiraceae","**"
"Ventral abdomen","Left front pastern",0.00266418965652515,"Oscillospiraceae","**"
"Ventral abdomen","Muzzle",0.00540181114232897,"Oscillospiraceae","**"
"Ventral abdomen","Neck",0.00883693845159916,"Oscillospiraceae","**"
"Ventral abdomen","Pectoral area",0.00540181114232897,"Oscillospiraceae","**"
"Ventral abdomen","Udder",0.677450864557978,"Oscillospiraceae","ns"
"Environment","Dorsum",0.160698795693305,"uncultured","ns"
"Forehead","Dorsum",0.0515073508130479,"uncultured","ns"
"Forehead","Environment",0.203085562349832,"uncultured","ns"
"Left front pastern","Dorsum",0.00567469681574893,"uncultured","**"
"Left front pastern","Environment",0.919079192215994,"uncultured","ns"
"Left front pastern","Forehead",0.015633738240726,"uncultured","*"
"Muzzle","Dorsum",0.0167669971742607,"uncultured","*"
"Muzzle","Environment",0.203085562349832,"uncultured","ns"
"Muzzle","Forehead",0.372725912277916,"uncultured","ns"
"Muzzle","Left front pastern",0.0214170109473319,"uncultured","*"
"Neck","Dorsum",0.00567469681574893,"uncultured","**"
"Neck","Environment",0.203085562349832,"uncultured","ns"
"Neck","Forehead",0.136773347997504,"uncultured","ns"
"Neck","Left front pastern",0.0429986290133484,"uncultured","*"
"Neck","Muzzle",0.648235789241057,"uncultured","ns"
"Pectoral area","Dorsum",0.0141446668810799,"uncultured","*"
"Pectoral area","Environment",0.313660748990549,"uncultured","ns"
"Pectoral area","Forehead",0.203085562349832,"uncultured","ns"
"Pectoral area","Left front pastern",0.0562068088199577,"uncultured","ns"
"Pectoral area","Muzzle",0.648235789241057,"uncultured","ns"
"Pectoral area","Neck",0.976869496388966,"uncultured","ns"
"Udder","Dorsum",0.00252247855662446,"uncultured","**"
"Udder","Environment",0.751090626650874,"uncultured","ns"
"Udder","Forehead",0.0104923276492599,"uncultured","*"
"Udder","Left front pastern",0.723835350261432,"uncultured","ns"
"Udder","Muzzle",0.0104923276492599,"uncultured","*"
"Udder","Neck",0.0286765018785934,"uncultured","*"
"Udder","Pectoral area",0.0557962383753012,"uncultured","ns"
"Ventral abdomen","Dorsum",0.000937546401913458,"uncultured","***"
"Ventral abdomen","Environment",0.751090626650874,"uncultured","ns"
"Ventral abdomen","Forehead",0.00252247855662446,"uncultured","**"
"Ventral abdomen","Left front pastern",0.794942996666637,"uncultured","ns"
"Ventral abdomen","Muzzle",0.00273902339300269,"uncultured","**"
"Ventral abdomen","Neck",0.00567469681574893,"uncultured","**"
"Ventral abdomen","Pectoral area",0.0167669971742607,"uncultured","*"
"Ventral abdomen","Udder",0.653244175027932,"uncultured","ns"
"Environment","Dorsum",1,"Peptostreptococcales-Tissierellales","ns"
"Forehead","Dorsum",0.000170296750666488,"Peptostreptococcales-Tissierellales","***"
"Forehead","Environment",0.221601699164729,"Peptostreptococcales-Tissierellales","ns"
"Left front pastern","Dorsum",0.000170296750666488,"Peptostreptococcales-Tissierellales","***"
"Left front pastern","Environment",0.221601699164729,"Peptostreptococcales-Tissierellales","ns"
"Left front pastern","Forehead",0.00245664889177836,"Peptostreptococcales-Tissierellales","**"
"Muzzle","Dorsum",0.000170296750666488,"Peptostreptococcales-Tissierellales","***"
"Muzzle","Environment",0.221601699164729,"Peptostreptococcales-Tissierellales","ns"
"Muzzle","Forehead",0.262279960339939,"Peptostreptococcales-Tissierellales","ns"
"Muzzle","Left front pastern",0.0391513000317549,"Peptostreptococcales-Tissierellales","*"
"Neck","Dorsum",0.00288792324953375,"Peptostreptococcales-Tissierellales","**"
"Neck","Environment",0.357875185180006,"Peptostreptococcales-Tissierellales","ns"
"Neck","Forehead",0.210880622148243,"Peptostreptococcales-Tissierellales","ns"
"Neck","Left front pastern",0.00245664889177836,"Peptostreptococcales-Tissierellales","**"
"Neck","Muzzle",0.0671119845794896,"Peptostreptococcales-Tissierellales","ns"
"Pectoral area","Dorsum",0.00288792324953375,"Peptostreptococcales-Tissierellales","**"
"Pectoral area","Environment",0.357875185180006,"Peptostreptococcales-Tissierellales","ns"
"Pectoral area","Forehead",0.387186561523191,"Peptostreptococcales-Tissierellales","ns"
"Pectoral area","Left front pastern",0.00245664889177836,"Peptostreptococcales-Tissierellales","**"
"Pectoral area","Muzzle",0.0965523504579013,"Peptostreptococcales-Tissierellales","ns"
"Pectoral area","Neck",0.745985626070841,"Peptostreptococcales-Tissierellales","ns"
"Udder","Dorsum",0.00208806408071682,"Peptostreptococcales-Tissierellales","**"
"Udder","Environment",0.32620717895017,"Peptostreptococcales-Tissierellales","ns"
"Udder","Forehead",0.221601699164729,"Peptostreptococcales-Tissierellales","ns"
"Udder","Left front pastern",0.0360127037755522,"Peptostreptococcales-Tissierellales","*"
"Udder","Muzzle",0.747804326506695,"Peptostreptococcales-Tissierellales","ns"
"Udder","Neck",0.221601699164729,"Peptostreptococcales-Tissierellales","ns"
"Udder","Pectoral area",0.152455624582774,"Peptostreptococcales-Tissierellales","ns"
"Ventral abdomen","Dorsum",0.00288792324953375,"Peptostreptococcales-Tissierellales","**"
"Ventral abdomen","Environment",0.357875185180006,"Peptostreptococcales-Tissierellales","ns"
"Ventral abdomen","Forehead",0.745985626070841,"Peptostreptococcales-Tissierellales","ns"
"Ventral abdomen","Left front pastern",0.00651727655147073,"Peptostreptococcales-Tissierellales","**"
"Ventral abdomen","Muzzle",0.221601699164729,"Peptostreptococcales-Tissierellales","ns"
"Ventral abdomen","Neck",0.745985626070841,"Peptostreptococcales-Tissierellales","ns"
"Ventral abdomen","Pectoral area",0.747804326506695,"Peptostreptococcales-Tissierellales","ns"
"Ventral abdomen","Udder",0.480537449012126,"Peptostreptococcales-Tissierellales","ns"
"Environment","Dorsum",0.112340224993037,"Ruminococcaceae","ns"
"Forehead","Dorsum",0.000648492739010642,"Ruminococcaceae","***"
"Forehead","Environment",0.231674503672217,"Ruminococcaceae","ns"
"Left front pastern","Dorsum",0.000164760629567606,"Ruminococcaceae","***"
"Left front pastern","Environment",0.231674503672217,"Ruminococcaceae","ns"
"Left front pastern","Forehead",0.262279960339939,"Ruminococcaceae","ns"
"Muzzle","Dorsum",0.000164760629567606,"Ruminococcaceae","***"
"Muzzle","Environment",0.231674503672217,"Ruminococcaceae","ns"
"Muzzle","Forehead",0.937306497677508,"Ruminococcaceae","ns"
"Muzzle","Left front pastern",0.293690598606467,"Ruminococcaceae","ns"
"Neck","Dorsum",0.00233206020096111,"Ruminococcaceae","**"
"Neck","Environment",0.231674503672217,"Ruminococcaceae","ns"
"Neck","Forehead",0.41673140415276,"Ruminococcaceae","ns"
"Neck","Left front pastern",1,"Ruminococcaceae","ns"
"Neck","Muzzle",0.342445871125864,"Ruminococcaceae","ns"
"Pectoral area","Dorsum",0.000164760629567606,"Ruminococcaceae","***"
"Pectoral area","Environment",0.231674503672217,"Ruminococcaceae","ns"
"Pectoral area","Forehead",0.0282270599753764,"Ruminococcaceae","*"
"Pectoral area","Left front pastern",0.285991743711357,"Ruminococcaceae","ns"
"Pectoral area","Muzzle",0.036354778600915,"Ruminococcaceae","*"
"Pectoral area","Neck",0.5526852063523,"Ruminococcaceae","ns"
"Udder","Dorsum",0.00593357189463362,"Ruminococcaceae","**"
"Udder","Environment",0.402865031092203,"Ruminococcaceae","ns"
"Udder","Forehead",0.144203439306621,"Ruminococcaceae","ns"
"Udder","Left front pastern",0.293690598606467,"Ruminococcaceae","ns"
"Udder","Muzzle",0.210880622148243,"Ruminococcaceae","ns"
"Udder","Neck",0.285991743711357,"Ruminococcaceae","ns"
"Udder","Pectoral area",0.278701907648141,"Ruminococcaceae","ns"
"Ventral abdomen","Dorsum",0.000164760629567606,"Ruminococcaceae","***"
"Ventral abdomen","Environment",1,"Ruminococcaceae","ns"
"Ventral abdomen","Forehead",0.00405421018362029,"Ruminococcaceae","**"
"Ventral abdomen","Left front pastern",0.00877224531236074,"Ruminococcaceae","**"
"Ventral abdomen","Muzzle",0.00405421018362029,"Ruminococcaceae","**"
"Ventral abdomen","Neck",0.0139301011365639,"Ruminococcaceae","*"
"Ventral abdomen","Pectoral area",0.021779864964572,"Ruminococcaceae","*"
"Ventral abdomen","Udder",0.245507022432356,"Ruminococcaceae","ns"
"Environment","Dorsum",0.212368295032866,"Sphingomonadaceae","ns"
"Forehead","Dorsum",0.000329260981851487,"Sphingomonadaceae","***"
"Forehead","Environment",0.212368295032866,"Sphingomonadaceae","ns"
"Left front pastern","Dorsum",0.000329260981851487,"Sphingomonadaceae","***"
"Left front pastern","Environment",0.212368295032866,"Sphingomonadaceae","ns"
"Left front pastern","Forehead",0.593858340934484,"Sphingomonadaceae","ns"
"Muzzle","Dorsum",0.000432414741370479,"Sphingomonadaceae","***"
"Muzzle","Environment",0.212368295032866,"Sphingomonadaceae","ns"
"Muzzle","Forehead",0.0726352278503733,"Sphingomonadaceae","ns"
"Muzzle","Left front pastern",0.0634035905397585,"Sphingomonadaceae","ns"
"Neck","Dorsum",0.000329260981851487,"Sphingomonadaceae","***"
"Neck","Environment",0.419489767347958,"Sphingomonadaceae","ns"
"Neck","Forehead",0.0902291556704088,"Sphingomonadaceae","ns"
"Neck","Left front pastern",0.0261358379574864,"Sphingomonadaceae","*"
"Neck","Muzzle",0.00376190738647342,"Sphingomonadaceae","**"
"Pectoral area","Dorsum",0.000459497368049622,"Sphingomonadaceae","***"
"Pectoral area","Environment",0.315445457762501,"Sphingomonadaceae","ns"
"Pectoral area","Forehead",0.930987446559567,"Sphingomonadaceae","ns"
"Pectoral area","Left front pastern",0.930987446559567,"Sphingomonadaceae","ns"
"Pectoral area","Muzzle",0.187483281912486,"Sphingomonadaceae","ns"
"Pectoral area","Neck",0.176067514184033,"Sphingomonadaceae","ns"
"Udder","Dorsum",0.000329260981851487,"Sphingomonadaceae","***"
"Udder","Environment",0.212368295032866,"Sphingomonadaceae","ns"
"Udder","Forehead",0.467423795359746,"Sphingomonadaceae","ns"
"Udder","Left front pastern",0.315445457762501,"Sphingomonadaceae","ns"
"Udder","Muzzle",0.0074341775530542,"Sphingomonadaceae","**"
"Udder","Neck",0.212368295032866,"Sphingomonadaceae","ns"
"Udder","Pectoral area",0.593858340934484,"Sphingomonadaceae","ns"
"Ventral abdomen","Dorsum",0.00803801942264037,"Sphingomonadaceae","**"
"Ventral abdomen","Environment",0.419489767347958,"Sphingomonadaceae","ns"
"Ventral abdomen","Forehead",0.212368295032866,"Sphingomonadaceae","ns"
"Ventral abdomen","Left front pastern",0.16551440001373,"Sphingomonadaceae","ns"
"Ventral abdomen","Muzzle",0.0677281875694005,"Sphingomonadaceae","ns"
"Ventral abdomen","Neck",0.889263500336474,"Sphingomonadaceae","ns"
"Ventral abdomen","Pectoral area",0.334589403364957,"Sphingomonadaceae","ns"
"Ventral abdomen","Udder",0.315445457762501,"Sphingomonadaceae","ns"
"Environment","Dorsum",0.221601699164729,"Beijerinckiaceae","ns"
"Forehead","Dorsum",0.00304478817888589,"Beijerinckiaceae","**"
"Forehead","Environment",0.221601699164729,"Beijerinckiaceae","ns"
"Left front pastern","Dorsum",0.000422538530846284,"Beijerinckiaceae","***"
"Left front pastern","Environment",0.221601699164729,"Beijerinckiaceae","ns"
"Left front pastern","Forehead",0.704123515166854,"Beijerinckiaceae","ns"
"Muzzle","Dorsum",0.000422538530846284,"Beijerinckiaceae","***"
"Muzzle","Environment",0.221601699164729,"Beijerinckiaceae","ns"
"Muzzle","Forehead",0.0424139083677345,"Beijerinckiaceae","*"
"Muzzle","Left front pastern",0.445013199965065,"Beijerinckiaceae","ns"
"Neck","Dorsum",0.000422538530846284,"Beijerinckiaceae","***"
"Neck","Environment",0.340681094383502,"Beijerinckiaceae","ns"
"Neck","Forehead",0.0333592526981721,"Beijerinckiaceae","*"
"Neck","Left front pastern",0.0902291556704088,"Beijerinckiaceae","ns"
"Neck","Muzzle",0.000551396841659546,"Beijerinckiaceae","***"
"Pectoral area","Dorsum",0.00304478817888589,"Beijerinckiaceae","**"
"Pectoral area","Environment",0.221601699164729,"Beijerinckiaceae","ns"
"Pectoral area","Forehead",0.88710235702998,"Beijerinckiaceae","ns"
"Pectoral area","Left front pastern",0.593858340934484,"Beijerinckiaceae","ns"
"Pectoral area","Muzzle",0.0841370454735995,"Beijerinckiaceae","ns"
"Pectoral area","Neck",0.155169750012872,"Beijerinckiaceae","ns"
"Udder","Dorsum",0.000422538530846284,"Beijerinckiaceae","***"
"Udder","Environment",0.445013199965065,"Beijerinckiaceae","ns"
"Udder","Forehead",0.445013199965065,"Beijerinckiaceae","ns"
"Udder","Left front pastern",0.221601699164729,"Beijerinckiaceae","ns"
"Udder","Muzzle",0.00803801942264037,"Beijerinckiaceae","**"
"Udder","Neck",0.432445045397838,"Beijerinckiaceae","ns"
"Udder","Pectoral area",0.467423795359746,"Beijerinckiaceae","ns"
"Ventral abdomen","Dorsum",0.00329166896316424,"Beijerinckiaceae","**"
"Ventral abdomen","Environment",0.445013199965065,"Beijerinckiaceae","ns"
"Ventral abdomen","Forehead",0.0969698870117368,"Beijerinckiaceae","ns"
"Ventral abdomen","Left front pastern",0.340681094383502,"Beijerinckiaceae","ns"
"Ventral abdomen","Muzzle",0.0261358379574864,"Beijerinckiaceae","*"
"Ventral abdomen","Neck",1,"Beijerinckiaceae","ns"
"Ventral abdomen","Pectoral area",0.221601699164729,"Beijerinckiaceae","ns"
"Ventral abdomen","Udder",0.570060579237591,"Beijerinckiaceae","ns"
"Forehead","Dorsum",0.0189918141556848,"UCG-010","*"
"Forehead","Environment",0.52795661529184,"UCG-010","ns"
"Left front pastern","Dorsum",0.00999454920133791,"UCG-010","**"
"Left front pastern","Environment",0.517261647375666,"UCG-010","ns"
"Left front pastern","Forehead",0.52795661529184,"UCG-010","ns"
"Muzzle","Dorsum",0.14516821503387,"UCG-010","ns"
"Muzzle","Environment",0.738444638087064,"UCG-010","ns"
"Muzzle","Forehead",0.470313005845194,"UCG-010","ns"
"Muzzle","Left front pastern",0.18735294222673,"UCG-010","ns"
"Neck","Dorsum",0.0189918141556848,"UCG-010","*"
"Neck","Environment",0.52795661529184,"UCG-010","ns"
"Neck","Forehead",0.565570656660395,"UCG-010","ns"
"Neck","Left front pastern",0.738444638087064,"UCG-010","ns"
"Neck","Muzzle",0.287714291248214,"UCG-010","ns"
"Pectoral area","Dorsum",0.00632527327642944,"UCG-010","**"
"Pectoral area","Environment",0.470313005845194,"UCG-010","ns"
"Pectoral area","Forehead",0.100079227752615,"UCG-010","ns"
"Pectoral area","Left front pastern",0.52795661529184,"UCG-010","ns"
"Pectoral area","Muzzle",0.0766075011519241,"UCG-010","ns"
"Pectoral area","Neck",0.475161884033704,"UCG-010","ns"
"Udder","Dorsum",0.00131546124984117,"UCG-010","**"
"Udder","Environment",0.287714291248214,"UCG-010","ns"
"Udder","Forehead",0.0035507229262649,"UCG-010","**"
"Udder","Left front pastern",0.00687455978546914,"UCG-010","**"
"Udder","Muzzle",0.00236772624676251,"UCG-010","**"
"Udder","Neck",0.00439343444963058,"UCG-010","**"
"Udder","Pectoral area",0.00746651558595422,"UCG-010","**"
"Ventral abdomen","Dorsum",0.00219290273796746,"UCG-010","**"
"Ventral abdomen","Environment",0.344723770025844,"UCG-010","ns"
"Ventral abdomen","Forehead",0.0137918762175917,"UCG-010","*"
"Ventral abdomen","Left front pastern",0.0356491777440342,"UCG-010","*"
"Ventral abdomen","Muzzle",0.00746651558595422,"UCG-010","**"
"Ventral abdomen","Neck",0.0356491777440342,"UCG-010","*"
"Ventral abdomen","Pectoral area",0.0920902199455485,"UCG-010","ns"
"Ventral abdomen","Udder",0.618367994925359,"UCG-010","ns"
"Environment","Dorsum",0.591519929743918,"Micromonosporaceae","ns"
"Forehead","Dorsum",0.00253065466630975,"Micromonosporaceae","**"
"Forehead","Environment",0.262226095545248,"Micromonosporaceae","ns"
"Left front pastern","Dorsum",0.0371943966031281,"Micromonosporaceae","*"
"Left front pastern","Environment",0.371129821668154,"Micromonosporaceae","ns"
"Left front pastern","Forehead",0.262226095545248,"Micromonosporaceae","ns"
"Muzzle","Dorsum",0.464813139938244,"Micromonosporaceae","ns"
"Muzzle","Environment",0.543041090014464,"Micromonosporaceae","ns"
"Muzzle","Forehead",0.0199346425228328,"Micromonosporaceae","*"
"Muzzle","Left front pastern",0.262226095545248,"Micromonosporaceae","ns"
"Neck","Dorsum",0.00253065466630975,"Micromonosporaceae","**"
"Neck","Environment",0.262226095545248,"Micromonosporaceae","ns"
"Neck","Forehead",0.0199346425228328,"Micromonosporaceae","*"
"Neck","Left front pastern",0.0129891868508372,"Micromonosporaceae","*"
"Neck","Muzzle",0.0148623202291462,"Micromonosporaceae","*"
"Pectoral area","Dorsum",0.0199346425228328,"Micromonosporaceae","*"
"Pectoral area","Environment",0.371129821668154,"Micromonosporaceae","ns"
"Pectoral area","Forehead",0.749280182279146,"Micromonosporaceae","ns"
"Pectoral area","Left front pastern",0.515609359416089,"Micromonosporaceae","ns"
"Pectoral area","Muzzle",0.0863188873932007,"Micromonosporaceae","ns"
"Pectoral area","Neck",0.0371943966031281,"Micromonosporaceae","*"
"Udder","Dorsum",0.527038917974047,"Micromonosporaceae","ns"
"Udder","Environment",0.591519929743918,"Micromonosporaceae","ns"
"Udder","Forehead",0.0157995608830941,"Micromonosporaceae","*"
"Udder","Left front pastern",0.262226095545248,"Micromonosporaceae","ns"
"Udder","Muzzle",1,"Micromonosporaceae","ns"
