"family","fpr","tpr","threshold"
"Intrasporangiaceae",0.625,1,0.0169184818105354
"Intrasporangiaceae",0.604166666666667,1,0.0167473195160587
"Intrasporangiaceae",0.583333333333333,1,0.0165404177770007
"Intrasporangiaceae",0.5625,1,0.0163202919687974
"Intrasporangiaceae",0.541666666666667,1,0.0160755279455152
"Intrasporangiaceae",0.520833333333333,1,0.0157249819236473
"Intrasporangiaceae",0.520833333333333,0.979166666666667,0.0151525197058021
"Intrasporangiaceae",0.5,0.979166666666667,0.0147770503410509
"Intrasporangiaceae",0.479166666666667,0.979166666666667,0.0144846704061938
"Intrasporangiaceae",0.458333333333333,0.979166666666667,0.0142108781474705
"Intrasporangiaceae",0.4375,0.979166666666667,0.0141698787150851
"Intrasporangiaceae",0.4375,0.958333333333333,0.0140908023191704
"Intrasporangiaceae",0.4375,0.9375,0.0137920141350461
"Intrasporangiaceae",0.4375,0.916666666666667,0.0134502845176892
"Intrasporangiaceae",0.4375,0.895833333333333,0.0133621550187523
"Intrasporangiaceae",0.416666666666667,0.895833333333333,0.0131650795979814
"Intrasporangiaceae",0.416666666666667,0.875,0.0129318460192801
