"sample_id","topology","[Eubacterium]_coprostanoligenes_group","Anaerovoracaceae","Anaplasmataceae","Arcobacteraceae","Beijerinckiaceae","Brevibacteriaceae","Caulobacteraceae","Christensenellaceae","Clostridiaceae","Corynebacteriaceae","d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","Deinococcaceae","Dermabacteraceae","Devosiaceae","Dietziaceae","Eggerthellaceae","F082","Gemmataceae","Hungateiclostridiaceae","Ilumatobacteraceae","IMCC26256","Intrasporangiaceae","JG30-KF-CM45","KD4-96","Lachnospiraceae","Methyloligellaceae","Microbacteriaceae","Micrococcaceae","Micromonosporaceae","Mycobacteriaceae","Nakamurellaceae","Nocardiaceae","Nocardioidaceae","Oscillospiraceae","Peptostreptococcaceae","Peptostreptococcales-Tissierellales","Pseudonocardiaceae","Rhizobiaceae","Rhodobacteraceae","Ruminococcaceae","Saccharimonadaceae","Sphingomonadaceae","Streptomycetaceae","UCG-010","uncultured","Xanthobacteraceae"
"13-2","Muzzle",0.000924438183699073,0.00101247991547994,0,0,0.00264125195342592,0.162723130763982,0.00374177360068673,0.00114454251315123,0.0550921136618757,0.260383421741906,0.000264125195342592,0.023947351044395,0.171109105716109,0.00482028481500231,0.0345783901569344,0.00103449034842515,0,8.80417317808641e-05,0.00121057381198688,0.000726344287192129,0,0.103911253934365,0.00187088680034336,0.000198093896506944,0.00581075429753703,0,0.0133383223648009,0.0462879404837893,0.000374177360068673,0.000352166927123457,0.000374177360068673,0.00237712675808333,0.00708735940835956,0.00206898069685031,0.0034336275394537,0.00101247991547994,0.0156274073911034,0.00556863953513966,0.015693438689939,0.000968459049589505,0.0104329452160324,0.0118636233574714,0.00752756806726388,0,0.000198093896506944,0
"13-3","Neck",0,0,0,0.000845070422535211,0.00450704225352113,0,0.00422535211267606,0,0.0676056338028169,0.34169014084507,0,0.336056338028169,0,0,0.00985915492957747,0.0028169014084507,0.00619718309859155,0,0.00197183098591549,0,0,0,0,0,0.0287323943661972,0,0.00450704225352113,0.0667605633802817,0,0,0,0.00140845070422535,0.0115492957746479,0.0312676056338028,0.00732394366197183,0,0.00028169014084507,0.0115492957746479,0.00394366197183099,0.00957746478873239,0.00197183098591549,0.0154929577464789,0,0.00140845070422535,0,0.0129577464788732
"13-4","Pectoral area",0,0,0,0,0.0023592854735423,0,0.00151668351870576,0.000842601954836535,0.0908324907313785,0.3773171553758,0,0.327435119649478,0,0,0.00674081563869228,0.000337040781934614,0.000337040781934614,0.000505561172901921,0,0,0,0.0023592854735423,0,0,0.00353892821031345,0,0.00808897876643074,0.135827435119649,0,0.00134816312773846,0,0,0.00825749915739805,0,0.00977418267610381,0.00117964273677115,0.00320188742837883,0.00353892821031345,0,0.00286484664644422,0.00185372430064038,0.00589821368385575,0,0.000505561172901921,0,0
"13-5","Dorsum",0,6.11647516274193e-05,0,0,0.000104853859932719,0,6.11647516274193e-05,0.000122329503254839,0.00213202848529861,0.00990868976364192,0,0.955524487745205,0,0.000104853859932719,0.000166018611560138,0,0,0,0.000131067324915898,0,0,0.000157280789899078,1.74756433221198e-05,0,0.000358250688103456,0,0.000314561579798156,0.0284328716850889,0.000209707719865438,0.000349512866442396,0,0,0,0.000253396828170737,0.000104853859932719,0,3.49512866442396e-05,0.000113591681593779,0.000270872471492857,4.36891083052995e-05,0,0.000122329503254839,0,0,0,0
"13-6","Ventral abdomen",0.00370153906097799,0.0075978959672706,0.0121436456912787,0,0.0200012987856354,0,0.00948113513864537,0.00551983895058121,0.166114682771609,0.20403922332619,0.00129878563543087,0.00928631729333074,0,0.00259757127086174,0.00876680303915839,0.00324696408857718,0.00142866419897396,0.00551983895058121,0.0035716604974349,0.00694850314955517,0.011104617182934,0.0221442950840964,0.00629911033183973,0.0170140918241444,0.035002272874862,0.00337684265212027,0.0222092343658679,0.0279238911617638,0.00642898889538282,0.0140268848626534,0.00363659977920644,0.0112994350282486,0.0292226767971946,0.0090914994480161,0.0140268848626534,0.00201311773491785,0.00071433209948698,0.0137671277355672,0.0214949022663809,0.0050652639781804,0.00558477823235275,0.0609130463017079,0.00487044613286577,0,0.0105201636469901,0.0612377427105656
"13-7","Udder",0.00201748486886348,0.00369872225958305,0,0.00672494956287828,0.0114324142568931,0,0.00437121721587088,0.00100874243443174,0.0870880968392737,0.642905178211163,0,0.035305985205111,0,0,0,0.00201748486886348,0,0.000672494956287828,0,0,0,0.0100874243443174,0,0,0.00268997982515131,0.00302622730329523,0.00605245460659045,0.0121049092131809,0,0.00907868190988568,0,0,0.015803631472764,0,0.0114324142568931,0,0.0047074646940148,0.0137861466039005,0.0100874243443174,0,0.00134498991257566,0.0248823133826496,0,0.00369872225958305,0.00672494956287828,0.0285810356422327
"13-8","Left front pastern",0.00485222761358624,0.00551389501543891,0.000330833700926334,0.00727834142037936,0.0180855756506396,0.0121305690339656,0.00915306572562858,0.00584472871636524,0.0905381561535068,0.240185266872519,0,0.0197397441552713,0.00816056462284958,0.00165416850463167,0.0116894574327305,0.0025363917071019,0.000992501102779003,0.00540361711513013,0.00760917512130569,0.03429642699603,0.0142258491398324,0.0242611380679312,0.0095941773268637,0.0173136303484782,0.0227172474636083,0.0114689016321129,0.0154389060432289,0.0252536391707102,0.00441111601235112,0.0175341861490957,0.00286722540802823,0.0105866784296427,0.0295544772827525,0.0122408469342744,0.00926334362593736,0.00419056021173357,0.0101455668284076,0.0141155712395236,0.0151080723423026,0.00485222761358624,0.00551389501543891,0.0544772827525364,0,0.00198500220555801,0.0131230701367446,0.0388178209086899
"2-1","Forehead",0.00168040955097894,0.00254015397241002,0,0.00035171362694908,0.0121536597756849,0.00257923326429325,0.0102778537652898,0.00449411856657157,0.0492789870647544,0.518816679041776,0.00140685450779632,0.0882410410723358,0,0.00554925944741881,0.0141076243698464,0.00207120246981125,0.000508030794482004,0.000195396459416155,0.00168040955097894,0.000117237875649693,0,0.00762046191723006,0.00398608777208957,0,0.0141467036617297,0.00109422017273047,0.0190706944390168,0.0469342295517605,0.00297002618312556,0.00601821095001759,0.00140685450779632,0.00773769979287975,0.013521434991598,0.00508030794482004,0.00437688069092188,0.00269647113994294,0.0105904881003556,0.0125053734026339,0.017077650552972,0.00171948884286217,0.0137559107428973,0.0603384266677088,0.000664347962014928,0,0.000429872210715542,0.00207120246981125
"2-2","Muzzle",0.00168769589327333,0.00281282648878888,0,0.000482198826649522,0.0034021806102494,0.00275924884138338,0.00297355943100538,0.00500951003241448,0.0463446650057596,0.628948002893193,0.0012054970666238,0.0166626483431113,0.0010447641244073,0.00313429237322189,0.010340485949262,0.00150017412735407,0.000482198826649522,0,0.00492914356130622,0.000535776474055024,0,0.00908141123523266,0.00533097591684749,0.000133944118513756,0.0272710225294007,0,0.0183771330600873,0.049746845616009,0.000937608829596292,0.00141980765624581,0,0.00158054059846232,0.00996544241742345,0.0077955476975006,0.00313429237322189,0.00790270299231161,0.0282622090064025,0.00492914356130622,0.0141712877387554,0.00291998178359988,0.0148410083313242,0.0186182324734121,0.0199040960111442,0.000187521765919258,0.000910820005893541,0.000964397653299044
"2-3","Neck",0.00272224930928003,0.0047944092312693,0,0,0.0105639525434747,0.00199089874857793,0.0119453924914676,0.00345359986998212,0.140216154721274,0.215992198927353,0.000487567040468064,0.173736388753454,0.0020315293352836,0.00329107752315943,0.00816674792784008,0.00255972696245734,0.00150333170810987,0.000162522346822688,0.00312855517633675,0.000731350560702097,0.000325044693645376,0.00715098326019828,0.0071103526734926,0,0.0229969120754104,0,0.0214529497805948,0.0901999024865919,0.00792296440760605,0.00861368438160247,0.00146270112140419,0.0103201690232407,0.0246627661303429,0.00816674792784008,0.0136112465464001,0.00138143994799285,0.0213716886071835,0.0138550300666342,0.0106452137168861,0.00361612221680481,0.00280351048269137,0.0652120916626036,0.0147082723874533,0.000325044693645376,0.000446936453762392,0.00414431984397855
"2-4","Pectoral area",0.00210435697546511,0.00411306136113635,0,0.00105217848773256,0.0121957051987183,0.00129130996221723,0.0108087426467072,0.00239131474484672,0.0683437754077192,0.301449136735377,0,0.195753025013152,0,0.00330001434788847,0.00674350758046774,0.000765220718350949,0.00253479362953752,0.00105217848773256,0.00325218805299153,0.00176957291118657,0.000765220718350949,0.00865655937634511,0.00258261992443445,0.00325218805299153,0.0198479123822277,0.00157826773159883,0.0186044287149075,0.0506480462958535,0.00272609880912526,0.00707829164474628,0.000860873308144818,0.00770003347840643,0.0158305036108853,0.00425654024582716,0.00564350279783825,0.0111435267109857,0.0758525037065379,0.0135348414558324,0.00970873786407767,0.00325218805299153,0.00377827729685781,0.0671002917403989,0.0047348031947965,0.000669568128557081,0.00100435219283562,0.00894351714572672
"2-5","Dorsum",0.000112220850634048,0.000415217147345977,0,0,0.00051621591291662,0,0.000359106722028953,0.000112220850634048,0.00666591852766244,0.0939737403209516,0,0.815419144877118,0.00075187969924812,6.73325103804287e-05,0.000841656379755359,0.000157109190887667,0,0,5.61104253170239e-05,0,0,0.000336662551902143,0.000157109190887667,0,0.000549882168106834,0,0.000897766805072382,0.0567276399955112,0,0.000504993827853215,0,0.000460105487599596,0.000112220850634048,0.000134665020760857,0.000583548423297049,0,0.00075187969924812,0.000482549657726406,0.00428683649422063,0,8.97766805072382e-05,0.00288407586129503,0,0,0,0.000134665020760857
"2-6","Ventral abdomen",0.0121512546060712,0.0202667134585015,0,0.00254430601859975,0.0171521319529742,0,0.0227232847868047,0.0573784874539393,0.167046850324618,0.107518862958414,0,0.00206176522196877,0,0.00864186699420951,0.00280751008948938,0.00715037725916827,0.0318038252324969,0.000745744867520618,0.00780838743639235,0.00412353044393753,0.000965081593261976,0.0058782242498684,0.0023249692928584,0.00329005088612037,0.0941393226881909,0.000833479557817161,0.0228548868222495,0.0234690296543253,0.00736971398490963,0.0170205299175294,0.00548341814353395,0.0189945604492016,0.0246973153184769,0.0521144060361467,0.0154851728373399,0.00750131602035445,0.00166695911563432,0.0288647131075627,0.00522021407264432,0.0189945604492016,0.00478154062116161,0.0817687313563783,0.00206176522196877,0.00675557115283383,0.0029391121249342,0.0123267239866643
"2-7","Udder",0.00386888442088588,0.00944373362578444,0,0.00664107719490648,0.00594041308718699,0.00161457381344057,0.00929141534149759,0.0108450618412234,0.0585816121367209,0.514348382379821,0.000487418509717907,0.00910863340035338,0,0.00402120270517273,0.00618412234204594,0.00554438554804119,0.00201060135258636,0.000913909705721075,0.00615365868518857,0.00155364649972583,0.00149271918601109,0.0052397489794675,0.00201060135258636,0.00380795710717114,0.0630597696947542,0.00109669164686529,0.0150795101443977,0.0274172911716322,0.001980137695729,0.00438676658746116,0.00237616523487479,0.00295497471516481,0.0129470541643819,0.0250106622799001,0.00673246816547858,0.0216291963687321,0.00155364649972583,0.00987022482178761,0.014439773350393,0.00849936026320599,0.00895631511606653,0.0310120026808018,0.00124900993115214,0.00261987448973375,0.00204106500944373,0.00764637787119966
"2-8","Left front pastern",0,0.00896776325105017,0,0.00344550903856138,0.0137820361542455,0.00165195638835135,0.00835417944966253,0.00226554018973899,0.0805682729975929,0.359890498890829,0.00075518006324633,0.00287912399112663,0,0.00335111153065559,0.00679662056921697,0.00160475763439845,0.00151036012649266,0.00585264549015906,0.00783499315618068,0.0151979987728324,0.00859017321942701,0.0169915514230424,0.0010855713409166,0.0178883277481474,0.00859017321942701,0.00670222306131118,0.0114692972105536,0.023080190682966,0.00363430405437296,0.0124604710435644,0.00674942181526408,0.000707981309293435,0.0187851040732525,0.00641903053759381,0.00731580686269882,0.0530985981970076,0.00887336574314438,0.00745740312455751,0.00929815452872044,0.00155755888044556,0.00797658941803936,0.0334167177986501,0.0105253221314957,0.000377590031623165,0.021239439278803,0.0605560013215651
"3-1","Forehead",0.0022914139371883,0.00326189513411511,0,0.000323493732308937,0.00849171047310958,0.00363930448847554,0.00531068877207171,0.00417846070899043,0.0747270521633643,0.447984903625826,0.000620029653592128,0.158053646043941,0.00126701711821,0.00401671384283596,0.0128588758592802,0.00258794985847149,0.000700903086669362,0.000107831244102979,0.00380105135463,0,0,0.0135328211349238,0.00469065911847958,0,0.0248820595767624,0,0.0205148941905917,0.0468526755627443,0.00328885294514085,0.00361234667744979,0,0.00622725434694703,0.0129397492923575,0.00628116996899852,0.00501415285078852,0.00304623264590915,0.00851866828413533,0.00908478231567597,0.0178191130880173,0.00210270926000809,0.0115379431190187,0.0387922900660466,0.00361234667744979,0.000161746866154468,0.000269578110257447,0.00210270926000809
"3-2","Muzzle",0.000434157327761648,0.000868314655523295,0,0,0.00236073046970396,0.00862887688926275,0.00374460695194421,0.00143814614821046,0.0211651697283803,0.569858627520148,0.00314764062627195,0.031096518600928,0.019754158413155,0.00325617995821236,0.0468075868993026,0.000515561826716957,0.000108539331940412,0,0.00122106748432963,0,0,0.0278132038097306,0.00599679808970776,0,0.00390741594985483,0,0.0148970233088215,0.0523159579952785,0.00149241581418066,0.00122106748432963,0.000244213496865927,0.00119393265134453,0.0072992700729927,0.00113966298537432,0.00141101131522535,0.001845168642987,0.0639839361788728,0.00347325862209318,0.0135945513255366,0.000434157327761648,0.00928011288090522,0.0214365180582314,0.0308523051040621,0,0,0
"3-3","Neck",0.00409284291022672,0.00350045775216759,0,0.00102321072755668,0.00727018148527115,0.00969357531369487,0.00657008993483763,0.00468522806828585,0.0810490602617265,0.181216005169907,0,0.365178523345361,0.00129247670849265,0.0051699068339706,0.0051699068339706,0.00199256825892617,0.00183100867036459,0.000107706392374387,0.00150788949324142,0.00199256825892617,0.000807797942807906,0.00457752167591147,0.00210027465130055,0,0.0207873337282568,0,0.0104475200603156,0.103667402660348,0.00495449404922182,0.0051160536377834,0.00166944908180301,0.00667779632721202,0.0179869675265227,0.0104475200603156,0.00775486025095589,0.000269265980935969,0.00867036458613819,0.0113091711993107,0.0182562335074587,0.00350045775216759,0.00387743012547795,0.0338736604017448,0.00635467715008886,0.000861651138995099,0.000376972373310356,0.00646238354246324
"3-4","Pectoral area",0.00188396078807038,0.00475779927834722,0,0.00172430309416611,0.00510904620493662,0.00137305616757672,0.00555608774786857,0.00632244467860906,0.0644059137209822,0.419261104192611,0.000351246926589392,0.179167864099371,0.00153271386148098,0.00367212695979819,0.0102500239486541,0.00223520771465977,0,0.000606699236836223,0.00357633234345563,0.00265031771881087,0.00204361848197465,0.00651403391129418,0.00236293386978318,0.00312929080052368,0.0405530542516844,0.000989877702206469,0.0159338378516461,0.0493661589552001,0.00178816617172782,0.00376792157614075,0.00204361848197465,0.00370405849857905,0.0141456716799183,0.0163170163170163,0.00437462081297698,0.00319315387808539,0.00229907079222148,0.00868537854839225,0.0192866494236357,0.00555608774786857,0.00699300699300699,0.0296005364498515,0.000957946163425615,0.000510904620493662,0.00226713925344062,0.0117188747325734
"3-5","Dorsum",0,0,0,0,0.00106055148677312,0,0.000680353783967663,0,0.00446232040661144,0.00926481770520671,0,0.903429783487413,0.000500260135270341,0.000260135270340577,0.000340176891983832,0,0,0,0,0,0,0,6.00312162324409e-05,0,0,0,0.0017609156761516,0.060551486773122,0.0004402289190379,0.00094048905430824,0.000200104054108136,0.00110057229759475,0.00164085324368672,0,0.000340176891983832,0,0,0.00174090527074079,0.000540280946091968,0,0,0.00656341297474687,0,0,0,0.00100052027054068
"3-6","Ventral abdomen",0.0208855899667264,0.0223189147683645,0,0,0.0119273099564884,0,0.0126951625287945,0.0324545687228052,0.194522651650883,0.0794983363194267,0,0.00414640389045303,0,0.00286664960327617,0.00429997440491426,0.015101100588687,0.00967494241105708,0.000614282057844894,0.0076273355515741,0.00394164320450474,0.000921423086767341,0.0046071154338367,0.00122856411568979,0.00194522651650883,0.153928845661633,0.00138213463015101,0.0197082160225237,0.0431533145636038,0.00865113898131559,0.0136677757870489,0.00685948297926798,0.0165344253903251,0.0335295623240338,0.0661377015613002,0.0131558740721781,0,0.00291783977476325,0.0188891732787305,0.00680829280778091,0.0163296647043768,0.00174046583056053,0.0519580240593806,0.00235474788840543,0.00987970309700537,0.00517020732019452,0.0135653954440747
"3-7","Udder",0.02052936775159,0.0435839880284325,0,0,0.00378787878787879,0.000327347549569772,0.0049569771791994,0.0321735877291433,0.099934530490086,0.10264683875795,0,0.0261878039655817,0,0.00215114104002993,0.00168350168350168,0.0076225215114104,0.00369435091657314,0.00051440329218107,0.012532734754957,0.0024784885895997,0,0.00257201646090535,9.35278713056491e-05,0,0.13757949869061,0.00154320987654321,0.00794986906098017,0.0117845117845118,0.00215114104002993,0.00491021324354658,0.000467639356528245,0.00388140665918444,0.00883838383838384,0.272259633370744,0.00448933782267116,0.00051440329218107,0.000701459034792368,0.00874485596707819,0.00275907220351665,0.0477459783015339,0,0.0279180695847363,0,0.0286662925551814,0.0049569771791994,0.0116909839132061
"3-8","Left front pastern",0.00463639930097364,0.00798887264167766,0.0017119012803595,0.00199721816041942,0.00292449802061414,0.0100574200221121,0.011947644352509,0.0110916937123293,0.0521773244409572,0.425657120439388,0.00253218731053176,0.000427975320089875,0.0126252719426513,0.0241092763650629,0.030742893826456,0.00292449802061414,0.00213987660044937,0.000356646100074896,0.0092371339919398,0,0.000606298370127323,0.0159420806733478,0.00474339313099611,0.00217554121045686,0.0557794500517137,0.00192588894040444,0.0165127144334677,0.0607011662327472,0,0.000713292200149791,0.00124826135026213,0.00260351653054674,0.0202574984842541,0.0245015870751453,0.00296016263062163,0.0239309533150255,0.00085595064017975,0.0150861300331681,0.029209315596134,0.00977210314205214,0.0252862084953101,0.0211847783444488,0,0.00217554121045686,0.00224687043047184,0.00995042619208959
"4-1","Forehead",0.00150242699745743,0.00500808999152477,0,0,0.00843670544726096,0.00150242699745743,0.00624085060482318,0.00427613837737884,0.0669928345789352,0.449726481238924,0.000500808999152477,0.163148162416211,0.00265814007242469,0.00273518761075584,0.0195315509669466,0.00211880730410663,0.000847522921642654,0,0.00296633022574929,0,0,0.0133677479004546,0.00377532937822637,0.000308190153324601,0.0274674474150551,0,0.0191848370444564,0.0457662377687033,0.00192618845827876,0.00431466214654442,0.0010786655366361,0.00758918252561831,0.0117112258263348,0.0120964635179906,0.00508513752985592,0.00315894907157716,0.00612527929732645,0.00990060867555282,0.0181061715078203,0.00292780645658371,0.0116341782880037,0.0277756375683797,0,0.000385237691655752,0.000115571307496725,0.00104014176747053
"4-2","Muzzle",0.00182234475024532,0.00116816971169572,0,0,0.00453249848137937,0.0998084201672819,0.0058875753469464,0.000747628615485258,0.0417270221017709,0.439558899116864,0.000747628615485258,0.0116816971169572,0.0599971963926919,0.00668193075089949,0.0356525396009532,0.00102798934629223,0,0,0.000794355403953086,0,0,0.0732676043175553,0.00247651978879492,0,0.00742955936638475,0,0.0196719779449558,0.0720527078173917,0,0.000513994673146115,0,0.000981262557824401,0.00948553805896921,0.00355123592355497,0.00308396803887669,0.00172889117330966,0.0185972618101958,0.0058875753469464,0.0180832671370497,0.000934535769356572,0.0116349703284893,0.0176159992523714,0.00528012709686463,0,0,0
"4-3","Neck",0.000148067716302256,0.00582399684122205,0,0,0.019100735402991,0.000987118108681704,0.00996989289768521,0.00197423621736341,0.0524159715709985,0.311188983761907,0,0.172844380830166,0.00148067716302256,0.00384976062385864,0.00779823305858546,0.000345491338038596,0,0,0.00128325354128621,0.00883470707270125,0,0.00814372439662406,0.00212230393366566,0,0.0093282661270421,0.00414589605646316,0.0300083905039238,0.046937466067815,0.00542914959774937,0.0124376881693895,0.00310942204234737,0.0140170771432802,0.0180149054834411,0,0.00705789447707418,0.025517003109422,0.0366220818320912,0.0257637826365925,0.00992053699225112,0.000937762203247619,0.00449138739450175,0.0716154187848576,0.0188045999703865,0,0.00207294802823158,0.00636691180099699
