"sample_id","topology","[Eubacterium]_coprostanoligenes_group","Anaerovoracaceae","Anaplasmataceae","Arcobacteraceae","Beijerinckiaceae","Brevibacteriaceae","Caulobacteraceae","Christensenellaceae","Clostridiaceae","Corynebacteriaceae","d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","Deinococcaceae","Dermabacteraceae","Devosiaceae","Dietziaceae","Eggerthellaceae","F082","Gemmataceae","Hungateiclostridiaceae","Ilumatobacteraceae","IMCC26256","Intrasporangiaceae","JG30-KF-CM45","KD4-96","Lachnospiraceae","Methyloligellaceae","Microbacteriaceae","Micrococcaceae","Micromonosporaceae","Mycobacteriaceae","Nakamurellaceae","Nocardiaceae","Nocardioidaceae","Oscillospiraceae","Peptostreptococcaceae","Peptostreptococcales-Tissierellales","Pseudonocardiaceae","Rhizobiaceae","Rhodobacteraceae","Ruminococcaceae","Saccharimonadaceae","Sphingomonadaceae","Streptomycetaceae","UCG-010","uncultured","Xanthobacteraceae"
"11-2","Muzzle",0.00785677485832045,0.00257599175682638,0,0,0.00154559505409583,0.0271767130345183,0.0020607934054611,0.00515198351365276,0.0804997424008243,0.61231324059763,0.000772797527047913,0.00837197320968573,0.0179031427099433,0.00515198351365276,0.0095311695002576,0,0,0,0,0,0,0.0195775373518805,0.00373518804739825,0,0.0390262751159196,0,0.0171303451828954,0.04198866563627,0,0,0,0,0.00901597114889232,0.0321998969603297,0.00437918598660484,0.00244719216898506,0.000515198351365276,0,0.0100463678516229,0.00347758887171561,0.0136527563111798,0.0068263781555899,0.000128799587841319,0.00180319422977846,0,0
"11-3","Neck",0,0.00227963525835866,0.00598404255319149,0,0.015862462006079,0.00579407294832827,0.00712386018237082,0.00237462006079027,0.0538563829787234,0.335106382978723,0,0.209821428571429,0.0077887537993921,0.00360942249240122,0.0069338905775076,0.001709726443769,0.000569908814589666,0.000284954407294833,0.00161474164133739,0.000759878419452888,0.000474924012158055,0.0103533434650456,0.00246960486322188,0,0.0110182370820669,0.00113981762917933,0.0282104863221884,0.112841945288754,0.00408434650455927,0.00750379939209726,0.000664893617021277,0.00873860182370821,0.0147226443768997,0.00455927051671732,0.00655395136778116,0.00379939209726444,0.000189969604863222,0.0151975683890578,0.0151025835866261,0.0025645896656535,0.0025645896656535,0.0503419452887538,0.00341945288753799,0.000189969604863222,0.000284954407294833,0.00550911854103343
"11-4","Pectoral area",0.00214689265536723,0.00508474576271186,0,0.0072316384180791,0,0.0023728813559322,0.00926553672316384,0.00474576271186441,0.0796610169491525,0.508135593220339,0,0.0780790960451977,0,0.00395480225988701,0.011864406779661,0.00293785310734463,0.00271186440677966,0.000677966101694915,0.00203389830508475,0.000564971751412429,0,0.0111864406779661,0.0072316384180791,0,0.0436158192090395,0,0.0188700564971751,0.0618079096045198,0.00271186440677966,0.0015819209039548,0.00112994350282486,0,0.0166101694915254,0.0111864406779661,0.00429378531073446,0,0.00451977401129944,0.0072316384180791,0.0230508474576271,0.00610169491525424,0.0109604519774011,0.0206779661016949,0.00384180790960452,0.00101694915254237,0.000338983050847458,0.00293785310734463
"11-5","Dorsum",0,0,0,0,0.000464861908668307,0,0.000464861908668307,0,0.000847689362865737,0.00749248017500684,0.000136724090784796,0.950751982499316,0,0.000273448181569593,0.000410172272354389,0,0,0,0,0,0,0.000792999726551818,0,0,0.000164068908941756,0,0.001339896089691,0.0307629204265792,0,0,0,0.000519551544982226,0.00035548263604047,0,0,0,0,0.000191413727098715,0.000273448181569593,0,0,0.00188679245283019,0,0,0,0
"11-6","Ventral abdomen",0.0297631671968894,0.0306115235065394,0,0,0.00982679392011311,0,0.0177447861435136,0.0502651113467656,0.127324142806645,0.0349240014139272,0,0.00339342523860021,0,0.00388829975256274,0.00402969247083775,0.0230470130788264,0.0107458465889007,0.000565570873100035,0.0129374337221633,0,0,0.000848356309650053,0.00141392718275009,0.000706963591375044,0.212796041003888,0.0016260162601626,0.0256627783669141,0.0496995404736656,0.00438317426652527,0.0114528101802757,0.00353481795687522,0.0132202191587133,0.0291975963237893,0.0895015906680806,0.00763520678685048,0,0,0.0205019441498763,0.0148462354188759,0.0207847295864263,0.00289855072463768,0.0468716861081654,0,0.0115942028985507,0.00692824319547543,0.00827147401908802
"11-7","Udder",0.0026123301985371,0.0071055381400209,0,0.00355276907001045,0.0101358411703239,0.00292580982236155,0.00961337513061651,0.00731452455590387,0.102194357366771,0.404597701149425,0,0.107419017763845,0,0.00522466039707419,0,0.00376175548589342,0,0.00135841170323929,0.00553814002089864,0.000522466039707419,0.00135841170323929,0.0102403343782654,0.00303030303030303,0.00167189132706374,0.0278996865203762,0.00229885057471264,0.0337513061650993,0.045141065830721,0.00177638453500522,0.00658307210031348,0,0.00125391849529781,0.0187042842215256,0.0178683385579937,0.00846394984326019,0.00721003134796238,0,0.0143155694879833,0.00909090909090909,0.00815047021943574,0.003239289446186,0.0433646812957158,0,0.00376175548589342,0.0026123301985371,0.0109717868338558
"11-8","Left front pastern",0,0.00573588841089819,0.00951636031808108,0.00677877721287968,0.00325902750619215,0.00404119410767827,0.00404119410767827,0,0.078086299048364,0.454569156563681,0.000391083300743058,0.00312866640594447,0,0.00247686090470604,0.00677877721287968,0.00221613870421066,0,0.00247686090470604,0.00586624951114587,0.0146004432277408,0.0056055273106505,0.0142093599269978,0.00143397210272455,0.0109503324208056,0.00756094381436579,0.013296832225264,0.0190327206361622,0.0612697171164125,0.00273758310520141,0.0144700821274932,0.0065180550123843,0.00351974970668752,0.013687915526007,0.00417155520792595,0.00299830530569678,0.0303741363577109,0.00169469430321992,0.00365011080693521,0.0302437752574632,0.000521444400990744,0.00782166601486117,0.0198148872376483,0,0,0.0226828314430974,0.0415851909790119
"12-1","Forehead",0.00109564816238659,0.00140319852375827,0.000134553283100108,0,0.00384437951714593,0.0048631400891896,0.00219129632477318,0.00213363063201599,0.0618945102260495,0.498250807319699,0.00132631093341535,0.209653236967553,0.00757342764877749,0.00255651237890205,0.0171651545440566,0.00119175765031524,0,7.68875903429187e-05,0.000941872981700754,0.000422881746886053,3.84437951714593e-05,0.0140512071351684,0.0038251576195602,0.000269106566200215,0.00955328310010764,0,0.0153967399661695,0.0530524373366139,0.00176841457788713,0.00169152698754421,0.000422881746886053,0.0020759649392588,0.00903429186529294,0.0015569737044441,0.0036906043364601,0.00178763647547286,0.00411348608334615,0.00457481162540366,0.012013685991081,0.000845763493772105,0.0116100261417807,0.0105143779793941,0.00172997078271567,0,3.84437951714593e-05,0.00130708903582962
"12-2","Muzzle",0.00078887114463279,0.00130837165451292,0,0.00055798202913051,0.00584919092605776,0.00713832182094549,0.00708059954206992,0.00286687318415331,0.026937063475266,0.461316452773555,0.00486791218517307,0.00937024993746753,0.00473322686779674,0.0129682719873781,0.0185096107594328,0.00109672329863583,0,7.696303850076e-05,0.0117176226117407,0.0003848151925038,0,0.0164316087199123,0.00440613395416851,0,0.00752313701344929,0,0.047697843110846,0.0940295922883035,0,0.00053874126950532,0.00092355646200912,0.00182787216439305,0.0171050353067939,0.00157774228926558,0.00242433571277394,0.00896619398533854,0.00227040963577242,0.0198564639331961,0.0775787428087661,0.00021164835587709,0.0449464144844438,0.018124795566929,0.00321320685740673,0,0.00109672329863583,0
"12-3","Neck",0.000406366407043684,0,0,0,0.0121232644768033,0,0.00392820860142228,0,0.170944801896377,0.152726041313918,0.000338638672536404,0.460684050118524,0,0.000338638672536404,0.00447003047748053,0.000406366407043684,0,0,0.00325093125634947,0.00277683711479851,0,0.00203183203521842,0.00121909922113105,0,0.00223501523874026,0.00135455469014561,0.0133423636979343,0.0444293938367762,0.00203183203521842,0.00447003047748053,0,0.00697595665424992,0.00975279376904842,0.000609549610565527,0.0109718929901795,0,0.00155773789366746,0.0105655265831358,0.00345411445987132,0,0.00094818828310193,0.056214019641043,0.00101591601760921,0,0.000135455469014561,0.00419911953945141
"12-4","Pectoral area",0.00208035366012222,0,0,0.00858145884800416,0.00208035366012222,0,0.00429072942400208,0.00182030945260694,0.0512287088805097,0.445065661162398,0.000390066311272916,0.242881289819269,0,0.000390066311272916,0.00546092835782083,0.00312053049018333,0.000780132622545833,0,0,0.00117019893381875,0,0.0104017683006111,0.0016902873488493,0,0.00988167988558055,0,0.0213236250162528,0.0873748537251333,0,0.00377064100897153,0,0.00507086204654791,0.00715121570667013,0.00520088415030555,0.00390066311272916,0.00260044207515278,0,0.0104017683006111,0.0192432713561305,0.00286048628266805,0.00377064100897153,0.0161227408659472,0.00273046417891041,0.000390066311272916,0.000260044207515278,0.00182030945260694
"12-5","Dorsum",0,0,0,0,0.000453603479405513,0,0.000240143018508801,0,0.0012096092784147,0.00615477662252186,0,0.950272606796937,0.000524756966371083,0,0.000213460460896712,0,0,0,0,0,0,0.000106730230448356,5.3365115224178e-05,0,0.000213460460896712,4.44709293534816e-05,0.000747111613138491,0.0320546458779896,0.00026682557612089,0.000684852312043617,0,0.000791582542491973,0,0,9.78360445776596e-05,0,8.00476728362669e-05,0.000889418587069633,0.000106730230448356,0,2.6682557612089e-05,0.00212571042309642,0,0,1.77883717413927e-05,0.000151201159801838
"12-6","Ventral abdomen",0.0183441395074685,0.0211547032015986,0,0.00048160554349545,0.000452852973734528,0,0.000912894089909286,0.0375652323926451,0.0991244842507799,0.435500797883811,0.000733190528903521,0.000208456130766687,0.00011501027904369,0.00102790436895298,0.0134562026481117,0.00621055506835923,0.000395347834212683,0,0.0115729093287713,0,0,0.00564987995802125,0.00229301743843356,0,0.177906525395707,0,0.00425538032461651,0.00746129185295936,0.000186891703445995,0.000639744677180523,0,0.000812260095746057,0.0036875170718383,0.0588565103006081,0.00416193447289352,0.0116088500409724,0.000143762848804612,0.00191923403154157,0.00925832746301701,0.017891286533734,0.0109691053637919,0.00186891703445995,0,0.00575770209462471,0.000891329662588594,0
"12-7","Udder",0.0187040303524478,0.0256597996472194,0,0.00286218258062369,0.00569108396844943,0.000765467434352847,0.00356108762938064,0.0316836955436483,0.134389456518122,0.339401604153493,0.000698905048756947,0.0179718441108929,0.000499217891969248,0.00239624588145239,0.00705561287316537,0.00416014909974374,0.00396046194295604,0.000465936699171298,0.00901920324824442,0.00163077844709954,0.000499217891969248,0.00792092388591207,0.00212999633906879,0.000665623855958998,0.0705894099244517,0.000698905048756947,0.00702233168036742,0.0164409092421872,0.00246280826704829,0.00252937065264419,0.00129796651912005,0.00153093486870569,0.00885279728425467,0.0953173361733285,0.00658967617399408,0.0107831064665358,0.0011981229407262,0.00619030186041868,0.00728858122275102,0.0180051253036909,0.00572436516124738,0.0229973042233834,0.00176390321829134,0.0324158817852032,0.00156421606150364,0.00246280826704829
"12-8","Left front pastern",0.00162330905306972,0.00124869927159209,0,0.00283038501560874,0.01315296566077,0.00291363163371488,0.00986472424557752,0.00287200832466181,0.0809573361082206,0.410822060353798,0.000957336108220604,0.00108220603537981,0.00258064516129032,0.0059105098855359,0.0198126951092612,0.00108220603537981,0.00124869927159209,0.00362122788761707,0.00732570239334027,0.0090738813735692,0.00915712799167534,0.0236004162330905,0.00378772112382934,0.0105306971904266,0.0115296566077003,0.0126534859521332,0.0147762747138398,0.0345057232049948,0.00370447450572321,0.00824141519250781,0.00536940686784599,0.00262226847034339,0.0176482830385016,0.00341311134235172,0.00869927159209157,0.0105723204994797,0.00341311134235172,0.0118210197710718,0.0213111342351717,0.00166493236212279,0.0161498439125911,0.0308012486992716,0.00287200832466181,0.000332986472424558,0.0129448491155047,0.0502393340270552
"13-1","Forehead",0.000407640344747263,0.00133938970416958,0,0.000174703004891684,0.00273701374330305,0.002766130910785,0.00413463778243652,0.00125203820172374,0.0723270440251572,0.49356510598649,0.000378523177265316,0.192872117400419,0.00209643605870021,0.00305730258560447,0.0152282785930585,0.000669694852084789,0.000145585837409737,0,0.00125203820172374,0.00043675751222921,0,0.0123456790123457,0.00454227812718379,0,0.00681341719077568,0,0.0154029815979502,0.0516247379454927,0.00195085022129047,0.00247495923596553,0,0.00264966224085721,0.00809457255998136,0.00250407640344747,0.00433845795481016,0.00157232704402516,0.00704635453063126,0.00704635453063126,0.0268460284183555,0.000524109014675052,0.00978336827393431,0.0176450034940601,0.00314465408805031,0,0,0.00227113906359189
